cust_id,segment,industry,region,facility_type,ead,rating_internal,leverage_ratio,interest_cover,ebitda_margin,years_in_business,past_due_12m,restructuring_flag,collateral_coverage,default_flag,dpd_band,dpd_points
218,MidCorp,Manufacturing,GCC,Overdraft,17847377,6,1.95,5.42,17.4,9,0,0,0.74,0,Clean Behaviour,35
219,SmallCorp,Services,Europe,Revolver,1377745,8,2.3,3.31,4.5,11,3,0,0.62,1,Mild Deterioration,55
220,LargeCorp,Transport,Europe,Overdraft,31492239,7,2.06,3.55,18.9,2,1,1,0.32,0,Restructured Account,95
221,MidCorp,Construction,GCC,Overdraft,8566737,6,1.01,1.32,6.5,7,1,0,0.52,0,Mild Deterioration,55
222,SmallCorp,Transport,GCC,Overdraft,1928101,5,3.06,3.5,19.1,11,0,0,0.63,0,Clean Behaviour,35
223,LargeCorp,Retail,Asia,Revolver,84828228,3,1.99,4.27,18,4,0,0,0.98,0,Clean Behaviour,35
224,SmallCorp,Transport,GCC,Revolver,891106,8,2.24,3.09,16.7,12,2,0,0.45,1,Mild Deterioration,55
225,SmallCorp,Services,Asia,TradeFinance,756251,5,3.52,4.41,20.4,8,0,0,1,0,Clean Behaviour,35
226,LargeCorp,Construction,GCC,TermLoan,115308486,9,3,2.41,8.8,8,4,0,0.48,0,Mild Deterioration,55
227,MidCorp,Retail,Europe,TradeFinance,21217610,5,1.08,2.53,20.2,18,1,0,0.93,0,Mild Deterioration,55
228,MidCorp,Construction,GCC,TermLoan,19173005,6,2.41,2.08,23.7,12,0,0,0.83,0,Clean Behaviour,35
229,MidCorp,Manufacturing,Europe,TermLoan,16754139,2,1.78,3.2,27.6,17,0,0,0.97,0,Clean Behaviour,35
230,LargeCorp,Services,Asia,TermLoan,13791544,6,1.96,5.8,22.3,12,0,0,0.78,0,Clean Behaviour,35
231,LargeCorp,Manufacturing,Africa,TermLoan,59208503,7,3.31,3.88,5,6,2,1,0.89,1,Restructured Account,95
232,LargeCorp,Retail,Europe,TermLoan,142153689,9,3.22,4.09,7.7,24,3,0,0.63,1,Mild Deterioration,55
233,LargeCorp,Construction,Africa,TradeFinance,187603260,6,3.67,2.26,16,11,0,0,0.64,0,Clean Behaviour,35
234,SmallCorp,Services,GCC,TradeFinance,1826265,6,1.28,1.68,15.3,7,0,0,0.54,0,Clean Behaviour,35
235,SmallCorp,Construction,Asia,Revolver,963272,6,2.23,4.16,2.7,12,0,0,0.83,0,Clean Behaviour,35
236,LargeCorp,Energy,Asia,Revolver,125299627,2,2.61,5.36,15.5,12,0,0,0.7,0,Clean Behaviour,35
237,MidCorp,Energy,Europe,TermLoan,14735902,5,3.04,0.36,29.1,16,0,0,0.92,0,Clean Behaviour,35
238,SmallCorp,Retail,GCC,Overdraft,2675738,4,1.07,5.2,15.7,4,0,0,0.83,0,Clean Behaviour,35
239,MidCorp,Construction,GCC,Revolver,4670136,9,2.54,5.35,26.9,10,3,0,0.65,1,Mild Deterioration,55
240,SmallCorp,Construction,GCC,Overdraft,1338281,4,0.36,5.74,15.2,12,0,0,0.62,0,Clean Behaviour,35
241,LargeCorp,Construction,Asia,Overdraft,67995404,1,1.46,5.56,34.8,13,0,0,0.7,0,Clean Behaviour,35
242,MidCorp,Construction,GCC,Revolver,12046945,4,1.71,4.77,16.5,21,0,0,0.73,0,Clean Behaviour,35
243,SmallCorp,Manufacturing,Africa,TermLoan,1546604,2,1.6,8.6,19,19,0,0,1.02,0,Clean Behaviour,35
244,MidCorp,Services,Asia,Revolver,10829911,5,2.7,6.64,23.5,16,0,0,0.93,0,Clean Behaviour,35
245,LargeCorp,Services,Africa,Overdraft,70197785,1,1.13,6.2,25.9,17,0,0,0.85,0,Clean Behaviour,35
246,MidCorp,Manufacturing,Africa,TermLoan,5458492,5,2.81,1.93,13.9,8,0,0,0.65,0,Clean Behaviour,35
247,SmallCorp,Services,GCC,TermLoan,1216628,9,1.7,0.33,13.5,13,3,0,0.61,1,Mild Deterioration,55
248,MidCorp,Construction,GCC,TermLoan,7110900,7,1.81,3.51,12.5,12,1,1,0.75,1,Restructured Account,95
249,SmallCorp,Services,GCC,TermLoan,1243356,4,0.99,5.92,24.5,7,0,0,0.67,0,Clean Behaviour,35
250,SmallCorp,Services,Africa,TermLoan,789344,8,2.33,1.06,9.2,23,2,0,0.62,1,Mild Deterioration,55
251,LargeCorp,Construction,GCC,Overdraft,84769838,2,1.24,3.83,13.6,7,0,0,1,0,Clean Behaviour,35
252,MidCorp,Construction,Europe,Overdraft,11792566,8,3.33,0.53,14.7,3,2,0,0.73,0,Mild Deterioration,55
253,SmallCorp,Retail,Africa,TradeFinance,2534955,6,2.07,3.25,20.6,15,1,0,1.04,0,Mild Deterioration,55
254,MidCorp,Services,GCC,TradeFinance,11286077,3,0.83,6.86,24.5,14,0,0,0.77,0,Clean Behaviour,35
255,LargeCorp,Transport,GCC,Revolver,23316525,7,2.54,2.39,12.1,26,1,0,0.53,0,Mild Deterioration,55
256,SmallCorp,Energy,Asia,TermLoan,1195657,5,1.97,3.59,21.9,15,0,0,0.78,0,Clean Behaviour,35
257,SmallCorp,Energy,Europe,TermLoan,962435,6,0.99,4.83,16.6,9,0,0,1.1,0,Clean Behaviour,35
258,SmallCorp,Manufacturing,Europe,TermLoan,1388089,3,1.88,3.89,18.2,6,0,0,0.52,0,Clean Behaviour,35
259,LargeCorp,Transport,GCC,TermLoan,59261021,5,2.21,5.91,16.1,11,1,0,0.96,0,Mild Deterioration,55
260,MidCorp,Manufacturing,GCC,TradeFinance,8485802,5,2.49,2.13,22.5,13,0,0,0.99,0,Clean Behaviour,35
261,MidCorp,Manufacturing,GCC,Overdraft,14425134,3,3.71,5.8,31.7,3,0,0,0.93,0,Clean Behaviour,35
262,LargeCorp,Manufacturing,GCC,TradeFinance,89914286,5,2.79,2.96,14.2,14,0,0,0.71,0,Clean Behaviour,35
263,SmallCorp,Transport,GCC,Overdraft,754997,7,1.94,3.22,12.2,8,1,0,0.54,0,Mild Deterioration,55
264,LargeCorp,Manufacturing,GCC,TermLoan,74631185,5,2.9,4.11,22.1,18,0,0,0.81,0,Clean Behaviour,35
265,MidCorp,Services,GCC,Revolver,17991937,5,1.17,5.5,19.3,20,0,0,0.65,0,Clean Behaviour,35
266,LargeCorp,Services,Europe,TermLoan,21356190,6,2.61,4.02,28.3,7,1,0,0.98,0,Mild Deterioration,55
267,LargeCorp,Retail,GCC,Overdraft,34858941,4,1.8,3.5,33.2,6,0,0,0.97,0,Clean Behaviour,35
268,LargeCorp,Services,Europe,TermLoan,74748711,5,2.34,4.08,15.1,12,0,0,0.74,0,Clean Behaviour,35
269,MidCorp,Construction,GCC,Revolver,7629381,7,2.78,1.64,21.3,7,1,0,0.71,0,Mild Deterioration,55
270,SmallCorp,Services,Africa,Overdraft,811026,6,2.54,3.68,15.9,15,2,0,0.63,1,Mild Deterioration,55
271,MidCorp,Services,GCC,TermLoan,8204059,2,2.67,2.71,28.2,13,0,0,0.86,0,Clean Behaviour,35
272,MidCorp,Construction,GCC,Overdraft,6687597,3,1.24,5.18,19,6,1,0,0.92,0,Mild Deterioration,55
273,LargeCorp,Construction,Europe,TermLoan,37901043,9,2.22,1.58,9.3,16,3,0,1.02,1,Mild Deterioration,55
274,MidCorp,Energy,Europe,TradeFinance,5467641,4,1.24,5.8,8.4,19,1,0,0.82,0,Mild Deterioration,55
275,MidCorp,Retail,Africa,Overdraft,7901084,4,3.03,2.47,27.3,12,0,0,0.76,0,Clean Behaviour,35
276,LargeCorp,Construction,GCC,TradeFinance,30373076,1,1.63,4.84,18.6,19,1,0,1.03,0,Mild Deterioration,55
277,MidCorp,Retail,GCC,Revolver,7254788,6,1.2,2.2,19,1,0,0,0.71,0,Clean Behaviour,35
278,MidCorp,Services,GCC,TermLoan,4860386,5,2.3,3.92,17.7,15,0,0,0.62,0,Clean Behaviour,35
279,SmallCorp,Manufacturing,GCC,Overdraft,964851,8,2.39,3.79,13.7,31,2,0,1.08,0,Mild Deterioration,55
280,LargeCorp,Construction,Europe,Overdraft,12159664,4,1.65,4.24,17.3,8,0,0,0.69,0,Clean Behaviour,35
281,SmallCorp,Manufacturing,GCC,Overdraft,1000192,8,1.96,1.76,7.4,18,2,0,0.35,0,Mild Deterioration,55
282,LargeCorp,Transport,GCC,TermLoan,20644537,3,2.41,1.79,27.9,16,0,0,1.08,0,Clean Behaviour,35
283,LargeCorp,Services,GCC,Overdraft,170066838,1,0.64,3.37,27.9,17,1,0,0.99,0,Mild Deterioration,55
284,SmallCorp,Manufacturing,Europe,TermLoan,1207485,5,1.36,4.71,18.4,14,0,0,0.64,0,Clean Behaviour,35
285,LargeCorp,Services,GCC,TradeFinance,56949515,10,3.59,1.72,4.6,12,4,0,0.74,0,Mild Deterioration,55
286,SmallCorp,Manufacturing,GCC,Revolver,2195888,6,3.73,2.71,15.8,16,0,0,0.73,0,Clean Behaviour,35
287,SmallCorp,Services,GCC,Overdraft,900406,6,1.94,4.34,22.4,10,0,0,0.66,0,Clean Behaviour,35
288,SmallCorp,Transport,GCC,Revolver,1078876,4,0.51,5.61,10,7,1,0,0.67,0,Mild Deterioration,55
289,SmallCorp,Services,Africa,Overdraft,2165929,9,2.28,3.14,15.9,10,3,0,0.85,0,Mild Deterioration,55
290,SmallCorp,Manufacturing,Asia,TermLoan,772215,8,2,2.5,17.5,8,2,1,0.48,0,Restructured Account,95
291,MidCorp,Services,GCC,Revolver,6024611,8,3.15,2.38,19.1,10,2,0,0.88,1,Mild Deterioration,55
292,SmallCorp,Manufacturing,GCC,TermLoan,2300120,8,3.13,0.41,17,22,2,0,0.92,1,Mild Deterioration,55
293,MidCorp,Services,Asia,Revolver,9340174,7,2.28,4.74,17.5,17,1,0,0.68,0,Mild Deterioration,55
294,SmallCorp,Transport,Europe,Overdraft,1788824,6,2.3,2.47,15.2,4,0,0,0.84,0,Clean Behaviour,35
295,LargeCorp,Transport,Europe,Overdraft,52239013,7,1.47,5.98,25.9,1,2,0,0.57,0,Mild Deterioration,55
296,SmallCorp,Manufacturing,Asia,Overdraft,1678131,7,3.09,0.98,14.7,11,1,0,0.59,1,Mild Deterioration,55
297,SmallCorp,Services,Europe,Revolver,1299544,9,1.83,2.66,12,16,3,0,0.5,0,Mild Deterioration,55
298,SmallCorp,Manufacturing,Europe,TradeFinance,896672,5,1.37,4.63,13.7,1,0,0,0.96,0,Clean Behaviour,35
299,LargeCorp,Services,GCC,TermLoan,33314278,6,2.21,6.39,16.2,6,0,0,0.85,0,Clean Behaviour,35
300,MidCorp,Retail,GCC,TradeFinance,4479633,5,1.88,1.88,15.4,19,0,0,0.93,0,Clean Behaviour,35
301,LargeCorp,Retail,Asia,TermLoan,31566900,2,2.17,6.91,24.1,10,0,0,1.06,0,Clean Behaviour,35
302,SmallCorp,Construction,GCC,Revolver,1022722,5,2.24,3.21,11.9,10,0,0,0.51,0,Clean Behaviour,35
303,LargeCorp,Retail,GCC,TermLoan,64651874,4,2.64,3.64,18.6,10,0,0,0.64,0,Clean Behaviour,35
304,LargeCorp,Retail,GCC,TermLoan,33585599,7,1.02,1.87,9.5,9,1,0,0.93,0,Mild Deterioration,55
305,LargeCorp,Manufacturing,Asia,TermLoan,45353011,7,2.31,0.82,6.6,15,1,0,0.49,0,Mild Deterioration,55
306,SmallCorp,Services,GCC,Overdraft,1410756,7,2.35,5.61,23.3,12,1,0,0.84,0,Mild Deterioration,55
307,MidCorp,Energy,GCC,TermLoan,8050550,4,1.8,6.43,9.5,25,0,0,0.71,0,Clean Behaviour,35
308,MidCorp,Retail,Europe,Overdraft,17552039,6,0.8,3.99,15.4,12,0,0,0.84,0,Clean Behaviour,35
309,MidCorp,Services,Europe,TradeFinance,10848289,5,1.73,2.37,11.4,7,0,0,0.55,1,Clean Behaviour,35
310,LargeCorp,Manufacturing,GCC,Overdraft,88425606,5,2.92,6.77,17.2,5,0,0,0.76,0,Clean Behaviour,35
311,MidCorp,Construction,GCC,Overdraft,4742503,6,2.27,4.29,28.4,8,0,0,0.86,0,Clean Behaviour,35
312,SmallCorp,Retail,GCC,TermLoan,1299243,5,1.21,3.06,15.3,6,0,0,1.07,0,Clean Behaviour,35
313,MidCorp,Manufacturing,Europe,TermLoan,6375319,9,1.62,0.1,20.8,15,4,0,0.8,0,Mild Deterioration,55
314,MidCorp,Retail,GCC,TradeFinance,9908058,4,3.06,4.14,25.3,15,0,0,0.86,0,Clean Behaviour,35
315,MidCorp,Transport,GCC,Overdraft,6470416,4,1.18,7.2,20.5,11,0,0,0.78,0,Clean Behaviour,35
316,SmallCorp,Services,Asia,Overdraft,637973,5,2.28,5.45,16.9,13,1,0,0.88,1,Mild Deterioration,55
317,MidCorp,Manufacturing,GCC,Overdraft,2863010,6,2.32,4.5,23.1,13,0,0,0.85,0,Clean Behaviour,35
318,SmallCorp,Retail,GCC,Revolver,1225186,8,2.55,1.83,19.8,17,2,0,0.66,0,Mild Deterioration,55
319,MidCorp,Retail,Asia,TermLoan,6711139,7,3.29,2.37,11.1,13,1,0,0.54,0,Mild Deterioration,55
320,MidCorp,Services,Europe,TermLoan,8988986,6,1.38,2.77,17.7,21,0,0,0.97,0,Clean Behaviour,35
321,LargeCorp,Transport,GCC,TermLoan,47792011,2,1.04,4.36,23.3,1,0,0,1.05,0,Clean Behaviour,35
322,MidCorp,Manufacturing,GCC,Overdraft,10271331,9,3.17,2.26,19.9,14,3,0,0.37,0,Mild Deterioration,55
323,SmallCorp,Retail,Europe,TermLoan,1040883,8,2.07,5.69,9.9,22,4,0,0.29,1,Mild Deterioration,55
324,LargeCorp,Retail,Asia,TermLoan,66589227,8,2.99,3.87,14.9,8,2,0,0.82,0,Mild Deterioration,55
325,LargeCorp,Retail,Europe,Overdraft,70822480,4,2.85,6.26,18,10,0,0,0.97,0,Clean Behaviour,35
326,MidCorp,Transport,Asia,TradeFinance,14011900,5,2.2,3.49,17.5,13,0,0,0.83,0,Clean Behaviour,35
327,MidCorp,Retail,GCC,TermLoan,5519026,3,1.65,2.99,26.6,8,0,0,0.48,0,Clean Behaviour,35
328,SmallCorp,Retail,GCC,TermLoan,1684479,5,1.8,4.25,17.9,8,0,0,0.77,0,Clean Behaviour,35
329,LargeCorp,Transport,Asia,TradeFinance,108673371,5,1.78,3.22,20.2,11,0,0,0.88,0,Clean Behaviour,35
330,SmallCorp,Manufacturing,Asia,TermLoan,1441644,5,1.08,5.19,11.6,1,0,0,1.02,0,Clean Behaviour,35
331,SmallCorp,Manufacturing,Asia,TermLoan,2638254,9,3.29,3.67,14.2,13,3,0,0.67,0,Mild Deterioration,55
332,SmallCorp,Transport,Asia,Overdraft,2431681,8,3.02,2.56,11.5,14,2,0,0.75,0,Mild Deterioration,55
333,SmallCorp,Services,GCC,Overdraft,1113915,3,2.51,5.47,31.9,7,1,0,0.79,0,Mild Deterioration,55
334,SmallCorp,Services,Asia,TermLoan,3248316,7,2.64,3.09,17.6,18,1,0,0.77,0,Mild Deterioration,55
335,MidCorp,Manufacturing,Africa,TradeFinance,4185727,4,1.54,5.55,12.4,14,1,0,0.72,0,Mild Deterioration,55
336,MidCorp,Manufacturing,Europe,Overdraft,10141240,8,2.75,0.38,12,20,2,0,0.55,0,Mild Deterioration,55
337,MidCorp,Transport,GCC,TermLoan,4532662,2,1.13,5.93,21.3,8,1,0,0.69,0,Mild Deterioration,55
338,SmallCorp,Manufacturing,GCC,Overdraft,1562803,4,0.2,3.24,25.7,5,0,0,0.8,0,Clean Behaviour,35
339,MidCorp,Construction,Asia,TermLoan,10323745,4,0.63,3.18,28.4,13,0,0,0.82,0,Clean Behaviour,35
340,LargeCorp,Manufacturing,GCC,Revolver,72868475,4,2.99,4.84,27.6,16,1,0,0.94,0,Mild Deterioration,55
341,SmallCorp,Manufacturing,Asia,Overdraft,2718773,6,2.04,2.64,16.8,16,1,0,0.69,0,Mild Deterioration,55
342,SmallCorp,Retail,GCC,Revolver,2228307,4,2,4.65,18.3,6,0,0,0.97,0,Clean Behaviour,35
343,MidCorp,Transport,Europe,TermLoan,2433423,3,1.13,4.2,18.5,7,1,0,1.17,0,Mild Deterioration,55
344,SmallCorp,Services,GCC,Overdraft,1185665,1,0.99,6.32,22.9,3,1,0,0.86,0,Mild Deterioration,55
345,MidCorp,Transport,Africa,TradeFinance,10343845,5,2.67,3.97,10.1,11,1,0,0.71,1,Mild Deterioration,55
346,LargeCorp,Services,GCC,TradeFinance,53897330,6,2.69,4.04,15.2,5,0,0,0.85,0,Clean Behaviour,35
347,MidCorp,Retail,GCC,Revolver,6827636,5,2.15,4.16,10.2,18,2,0,0.85,0,Mild Deterioration,55
348,MidCorp,Manufacturing,Asia,TermLoan,7967374,7,1.93,1.37,15.9,13,2,0,0.71,0,Mild Deterioration,55
349,SmallCorp,Transport,Europe,TermLoan,1672586,6,2.22,1.96,16.6,13,0,0,0.95,0,Clean Behaviour,35
350,SmallCorp,Manufacturing,Europe,Overdraft,1055196,8,1.71,3.33,14.9,12,2,0,0.54,1,Mild Deterioration,55
351,SmallCorp,Construction,GCC,TermLoan,2440872,6,2.81,2.58,25.2,14,0,0,0.92,0,Clean Behaviour,35
352,SmallCorp,Services,GCC,Revolver,380451,10,2.06,1.8,15.7,13,4,0,0.45,0,Mild Deterioration,55
353,MidCorp,Manufacturing,Asia,TradeFinance,10362838,2,0.2,8.28,21.4,10,0,0,0.94,0,Clean Behaviour,35
354,LargeCorp,Transport,Europe,Overdraft,90326199,6,1.66,4.96,20.2,15,0,0,0.7,0,Clean Behaviour,35
355,LargeCorp,Transport,GCC,TermLoan,81607243,5,2.82,2.61,6,12,0,0,0.77,1,Clean Behaviour,35
356,MidCorp,Manufacturing,GCC,TermLoan,8256514,7,2.8,3.1,15.6,8,1,0,0.89,0,Mild Deterioration,55
357,LargeCorp,Services,Europe,Overdraft,31748117,6,3.09,3.09,21,15,0,0,0.6,0,Clean Behaviour,35
358,LargeCorp,Transport,GCC,TermLoan,75982323,4,1.94,3.46,27.5,22,0,0,1.13,0,Clean Behaviour,35
359,SmallCorp,Construction,GCC,Revolver,1357750,5,2.13,1.19,19,21,0,0,0.72,0,Clean Behaviour,35
360,MidCorp,Energy,GCC,TermLoan,4375410,7,3,4.76,20.1,15,1,0,0.6,0,Mild Deterioration,55
361,MidCorp,Manufacturing,Africa,Revolver,9074719,6,3.18,3.96,27.7,13,0,0,0.9,0,Clean Behaviour,35
362,LargeCorp,Manufacturing,Asia,Revolver,42728532,5,1.96,4.31,27.2,23,0,0,0.68,0,Clean Behaviour,35
363,SmallCorp,Manufacturing,Europe,TradeFinance,1274329,2,0.47,5.56,35.7,14,0,0,0.75,0,Clean Behaviour,35
364,LargeCorp,Manufacturing,Africa,Revolver,38652677,2,2.07,6.42,29.9,7,0,0,0.78,0,Clean Behaviour,35
365,MidCorp,Construction,GCC,Overdraft,22883759,8,3.4,2.71,31.6,6,2,0,0.77,0,Mild Deterioration,55
366,SmallCorp,Manufacturing,GCC,Revolver,1140541,4,1.25,4.56,22.2,23,0,0,0.68,0,Clean Behaviour,35
367,MidCorp,Transport,GCC,TermLoan,16933241,5,1.09,1.24,18.3,21,1,0,0.94,0,Mild Deterioration,55
368,MidCorp,Energy,Europe,TermLoan,10897208,6,0.75,4.17,14.5,9,0,0,0.86,0,Clean Behaviour,35
369,MidCorp,Manufacturing,GCC,TermLoan,14690699,8,1.76,6.09,15.8,16,2,0,0.72,0,Mild Deterioration,55
370,SmallCorp,Construction,Africa,Overdraft,2069025,7,2.58,3.67,13.6,12,1,0,0.61,0,Mild Deterioration,55
371,SmallCorp,Services,GCC,Overdraft,556638,7,1.72,4.82,14,12,1,0,0.62,0,Mild Deterioration,55
372,MidCorp,Services,GCC,TermLoan,9041758,5,1.88,3.52,15,11,1,0,0.82,1,Mild Deterioration,55
373,LargeCorp,Retail,Europe,TermLoan,32701065,2,1.65,7.11,25.3,14,1,0,1,0,Mild Deterioration,55
374,SmallCorp,Manufacturing,GCC,Revolver,2414482,5,1.75,3.08,23.1,12,0,0,0.52,0,Clean Behaviour,35
375,SmallCorp,Services,Europe,TermLoan,807528,4,0.54,2.54,27.3,18,0,0,1.08,0,Clean Behaviour,35
376,LargeCorp,Manufacturing,Asia,TermLoan,25415402,5,1.65,4.83,17,14,0,0,0.81,0,Clean Behaviour,35
377,SmallCorp,Energy,GCC,TradeFinance,1229502,4,1.53,1.55,16.1,18,0,0,0.75,0,Clean Behaviour,35
378,MidCorp,Transport,Asia,Revolver,6956589,3,2.02,4.5,19.2,18,0,0,0.93,0,Clean Behaviour,35
379,SmallCorp,Construction,GCC,Overdraft,2801171,3,1.89,5.7,28.1,22,0,0,1.06,0,Clean Behaviour,35
380,LargeCorp,Construction,Asia,TermLoan,26603858,1,2.07,6.12,28,19,0,0,0.74,0,Clean Behaviour,35
381,MidCorp,Retail,Asia,TermLoan,9848939,6,2.32,3.48,11.5,23,1,0,1.05,0,Mild Deterioration,55
382,SmallCorp,Manufacturing,GCC,TermLoan,2445384,4,2.59,5.42,18.2,10,0,0,0.88,0,Clean Behaviour,35
383,SmallCorp,Manufacturing,Asia,Overdraft,831847,7,1.62,1.58,4.5,7,1,0,0.6,0,Mild Deterioration,55
384,SmallCorp,Construction,GCC,TermLoan,2909099,5,1.86,4.1,9.3,12,0,0,0.76,0,Clean Behaviour,35
385,SmallCorp,Retail,GCC,Overdraft,1362301,2,0.81,5.01,26.9,9,1,0,0.91,0,Mild Deterioration,55
386,LargeCorp,Services,Europe,Overdraft,34181360,4,1.87,1.2,18.6,16,0,0,0.59,0,Clean Behaviour,35
387,MidCorp,Construction,Europe,TermLoan,5960459,8,2.28,2.32,7.8,15,2,0,0.61,0,Mild Deterioration,55
388,SmallCorp,Services,GCC,Revolver,2430672,3,1.51,5.98,27.5,10,0,0,0.8,0,Clean Behaviour,35
389,SmallCorp,Retail,GCC,Revolver,1307219,2,1.18,7.08,15.3,12,0,0,0.85,0,Clean Behaviour,35
390,LargeCorp,Services,GCC,TermLoan,22749776,3,1.83,3.46,20.9,10,0,0,0.71,0,Clean Behaviour,35
391,LargeCorp,Transport,GCC,TermLoan,19294467,8,2.95,2.32,14.8,12,2,0,0.66,1,Mild Deterioration,55
392,MidCorp,Retail,Asia,TermLoan,9339276,6,3.13,2.88,22.8,9,0,0,0.45,0,Clean Behaviour,35
393,SmallCorp,Energy,Europe,TermLoan,1284724,4,1.68,5.86,23.5,11,0,0,0.58,0,Clean Behaviour,35
394,MidCorp,Manufacturing,Asia,TradeFinance,5107906,6,2.04,3.29,23.2,18,0,0,0.84,0,Clean Behaviour,35
395,MidCorp,Energy,GCC,TradeFinance,12289716,5,1.03,2.68,10.3,12,1,0,0.51,0,Mild Deterioration,55
396,MidCorp,Construction,Europe,TradeFinance,7199371,7,2.39,4.49,16.7,18,1,0,0.43,1,Mild Deterioration,55
397,LargeCorp,Transport,GCC,Revolver,27637654,5,2.32,6.41,21.9,6,0,0,0.67,0,Clean Behaviour,35
398,MidCorp,Energy,GCC,Revolver,1958133,4,1.63,2.28,14.9,13,0,0,0.52,1,Clean Behaviour,35
399,LargeCorp,Manufacturing,Asia,Overdraft,101465078,5,1.2,3.02,23.4,4,0,0,0.68,0,Clean Behaviour,35
400,SmallCorp,Energy,Asia,TermLoan,965047,6,3.05,2.13,22.9,3,0,0,0.49,0,Clean Behaviour,35
401,MidCorp,Services,Africa,Overdraft,7794608,4,1.91,6.41,15.3,6,0,0,0.81,0,Clean Behaviour,35
402,MidCorp,Transport,GCC,Overdraft,5525090,8,1.47,4.79,9.7,3,3,0,0.58,0,Mild Deterioration,55
403,SmallCorp,Retail,Asia,Revolver,2374446,8,2.21,2.8,17.2,10,2,0,0.68,0,Mild Deterioration,55
404,MidCorp,Retail,GCC,TermLoan,12687687,6,2.5,3.92,21.6,9,0,0,0.62,0,Clean Behaviour,35
405,SmallCorp,Manufacturing,GCC,TradeFinance,631598,8,2.54,0.96,17.8,15,2,0,0.54,1,Mild Deterioration,55
406,LargeCorp,Retail,GCC,TermLoan,20240030,8,1.65,1.23,16.3,1,2,0,0.75,0,Mild Deterioration,55
407,SmallCorp,Retail,GCC,Revolver,2910392,5,0.73,6.81,8.6,1,0,0,0.79,0,Clean Behaviour,35
408,MidCorp,Manufacturing,Asia,TermLoan,9868603,5,1.54,4.1,13.1,7,0,0,0.86,1,Clean Behaviour,35
409,MidCorp,Manufacturing,Asia,TermLoan,3279797,5,3.59,4.08,16.8,8,0,0,0.89,1,Clean Behaviour,35
410,LargeCorp,Services,GCC,TermLoan,94283984,5,1.36,0.92,11.8,1,0,0,1.1,0,Clean Behaviour,35
411,LargeCorp,Construction,Asia,TradeFinance,48493183,6,1.53,5.68,24.9,20,0,0,0.87,0,Clean Behaviour,35
412,MidCorp,Transport,Asia,TermLoan,6652099,5,3.17,4.5,24.8,16,0,0,0.96,0,Clean Behaviour,35
413,SmallCorp,Retail,Asia,Revolver,2196269,8,2.74,1.84,15,11,2,0,0.81,0,Mild Deterioration,55
414,SmallCorp,Manufacturing,Asia,TradeFinance,3026127,3,2.52,3.47,15.2,24,1,0,0.72,0,Mild Deterioration,55
415,MidCorp,Manufacturing,GCC,TermLoan,14613156,6,3.52,3.22,26.8,9,2,0,0.76,0,Mild Deterioration,55
416,SmallCorp,Construction,GCC,Overdraft,1539830,9,1.91,2.76,6.1,9,3,0,0.53,0,Mild Deterioration,55
417,LargeCorp,Services,Europe,Overdraft,61372077,8,3.44,1.23,11.1,17,3,0,0.71,0,Mild Deterioration,55
418,LargeCorp,Services,GCC,TermLoan,83283193,9,3.17,2,14.6,11,3,0,0.71,0,Mild Deterioration,55
419,MidCorp,Services,GCC,Revolver,9955758,5,1.77,3.22,12.2,1,0,0,0.7,0,Clean Behaviour,35
420,SmallCorp,Manufacturing,Europe,TermLoan,1259106,6,2,3.35,21.1,18,0,0,0.76,0,Clean Behaviour,35
421,MidCorp,Services,Asia,TradeFinance,6759244,8,2.51,1.17,25.3,8,2,0,0.34,0,Mild Deterioration,55
422,MidCorp,Manufacturing,Asia,Revolver,24973134,3,1.81,4.83,12.7,25,0,0,0.58,0,Clean Behaviour,35
423,SmallCorp,Services,GCC,Revolver,3205074,1,1.03,5.93,27.2,16,0,0,0.74,0,Clean Behaviour,35
424,SmallCorp,Construction,GCC,Overdraft,3072341,6,2.97,5.82,23.9,13,1,0,0.89,0,Mild Deterioration,55
425,MidCorp,Construction,Asia,Revolver,4149064,8,2.68,3.24,10.2,10,2,0,0.49,0,Mild Deterioration,55
426,SmallCorp,Retail,Europe,Revolver,2925568,4,2.14,4.38,13.2,16,0,0,0.99,0,Clean Behaviour,35
427,SmallCorp,Services,Europe,TermLoan,906250,3,1.44,2.49,21.4,12,0,0,0.96,0,Clean Behaviour,35
428,MidCorp,Services,Europe,TermLoan,14440223,4,0.54,5.69,21.7,18,0,0,0.81,0,Clean Behaviour,35
429,SmallCorp,Retail,GCC,Overdraft,1070414,5,1.96,3.97,27.1,8,0,0,0.66,0,Clean Behaviour,35
430,MidCorp,Retail,GCC,Revolver,8800571,2,0.75,5.45,29.2,19,0,0,0.86,0,Clean Behaviour,35
431,MidCorp,Services,Europe,TermLoan,5168284,3,1.11,5.92,25.9,14,1,0,0.8,0,Mild Deterioration,55
432,LargeCorp,Transport,Europe,Revolver,44174490,7,1.68,5.2,21,4,1,0,0.9,0,Mild Deterioration,55
433,MidCorp,Transport,Europe,Overdraft,8216866,6,3.28,2.43,19.3,20,0,0,0.71,0,Clean Behaviour,35
434,MidCorp,Retail,Europe,TermLoan,10184355,8,2.57,5.38,27.3,12,2,0,0.62,0,Mild Deterioration,55
435,MidCorp,Manufacturing,Asia,Revolver,18601428,8,2.26,1.86,15.9,13,2,0,0.93,0,Mild Deterioration,55
