cust_id,segment,secured_flag,ead,collateral_value,recovery_amount,recovery_cost,time_to_recovery,recovery_strategy,seniority,lgd_observed,default_flag
364,Auto,0,54359,0,8466,2738,15,Auction,Senior,0.895,1
365,SME,1,260551,285556,123215,14944,12,Auction,Senior,0.584,0
366,Mortgage,0,455538,0,53632,76411,24,DirectSale,Senior,0.95,0
367,SME,0,301243,0,63665,54068,26,Legal,Senior,0.95,0
368,Auto,0,96965,0,7872,13029,12,Auction,Senior,0.95,0
369,Corporate,1,7123077,5048676,2901157,216341,19,Legal,Senior,0.623,0
370,Auto,0,117105,0,17860,13317,22,Auction,Senior,0.95,0
371,Mortgage,0,914166,0,189434,98447,13,InternalRecovery,Senior,0.9,0
372,Auto,0,73713,0,12648,14013,29,InternalRecovery,Senior,0.95,0
373,SME,1,293790,318842,206637,34114,11,DirectSale,Senior,0.413,0
374,SME,1,508530,416495,329844,25715,20,Auction,Senior,0.402,0
375,Corporate,1,6875314,6322829,3645413,623364,13,Auction,Senior,0.56,0
376,Auto,0,99363,0,19673,14849,19,InternalRecovery,Senior,0.95,0
377,Corporate,0,1684776,0,212052,252278,10,Legal,Subordinated,0.95,0
378,Mortgage,0,488911,0,102636,89123,18,Legal,Senior,0.95,0
379,Auto,1,50633,36465,28727,4048,11,Legal,Senior,0.513,0
380,Corporate,0,4647912,0,352845,758805,16,Legal,Senior,0.95,0
381,Mortgage,0,687400,0,38466,98219,21,Auction,Senior,0.95,1
382,Mortgage,0,494462,0,114265,51621,25,Auction,Senior,0.873,0
383,Mortgage,1,1408887,915724,610982,61298,20,InternalRecovery,Senior,0.61,0
384,Mortgage,1,668011,568976,334850,43629,20,Auction,Senior,0.564,0
385,Mortgage,1,1222717,865713,685159,29205,26,Legal,Senior,0.464,0
386,Auto,0,79488,0,15602,11994,22,Legal,Subordinated,0.95,0
387,SME,0,676290,0,86010,88352,15,Legal,Subordinated,0.95,0
388,Mortgage,1,1047776,945065,681384,40827,17,InternalRecovery,Senior,0.389,0
389,Mortgage,1,427780,415174,170651,19372,3,Auction,Senior,0.646,0
390,Corporate,1,4697494,5145179,3652946,294474,26,Legal,Senior,0.285,0
391,Auto,0,109220,0,6671,20221,20,Auction,Senior,0.95,0
392,Mortgage,1,604810,399100,184559,19316,13,Legal,Senior,0.727,0
393,SME,0,368503,0,41364,27876,10,Auction,Senior,0.95,0
394,SME,1,147755,105287,70740,4749,15,InternalRecovery,Senior,0.553,1
395,Mortgage,1,416096,306524,153592,10532,19,Legal,Senior,0.656,1
396,SME,0,309807,0,25362,31639,17,DirectSale,Senior,0.95,0
397,Mortgage,1,811901,646420,498196,55141,10,InternalRecovery,Subordinated,0.454,0
398,Mortgage,1,324008,291912,215330,15087,13,Legal,Senior,0.382,0
399,Mortgage,0,897838,0,52444,164647,20,DirectSale,Senior,0.95,0
400,SME,1,178699,155943,113721,12227,12,Auction,Senior,0.432,0
401,Corporate,1,7761975,7381438,3130885,534662,12,Auction,Senior,0.666,0
402,Mortgage,1,756048,457635,278363,21580,6,Auction,Subordinated,0.66,0
403,Auto,1,89081,91205,70216,5880,3,Legal,Senior,0.278,1
404,Auto,0,113208,0,23090,20789,21,Legal,Senior,0.95,0
405,Auto,1,97051,85023,63082,2553,19,Legal,Subordinated,0.376,1
406,Mortgage,0,592823,0,50090,68865,23,InternalRecovery,Senior,0.95,0
407,Mortgage,1,597761,395657,183798,27376,5,Auction,Senior,0.738,0
408,Auto,0,44432,0,3497,3369,12,Auction,Senior,0.95,0
409,Auto,1,79495,74594,39313,4461,7,DirectSale,Senior,0.562,0
410,Mortgage,0,538634,0,128512,64918,23,Legal,Senior,0.882,0
411,Mortgage,0,473549,0,67811,45101,20,InternalRecovery,Senior,0.95,0
412,Corporate,1,6579991,6649466,5139105,474181,17,Auction,Subordinated,0.291,0
413,Mortgage,0,1732963,0,342501,301135,23,InternalRecovery,Senior,0.95,0
414,Auto,0,59285,0,9186,4520,14,Auction,Senior,0.921,0
415,Corporate,0,4802441,0,982383,833253,24,DirectSale,Senior,0.95,0
416,Mortgage,1,580189,606996,355609,31973,3,Auction,Senior,0.442,0
417,SME,0,71535,0,3855,8264,16,DirectSale,Senior,0.95,0
418,SME,1,301283,217810,155175,25117,14,Auction,Senior,0.568,0
419,SME,1,311248,344392,147724,20674,13,Legal,Senior,0.592,1
420,Auto,0,124200,0,16909,16939,20,DirectSale,Senior,0.95,0
421,SME,0,272592,0,31100,33758,32,Auction,Senior,0.95,0
422,Mortgage,0,815634,0,67582,97296,14,Auction,Senior,0.95,0
423,Mortgage,0,248829,0,21537,42994,22,Auction,Senior,0.95,0
424,Mortgage,1,1254449,960677,702253,109726,19,DirectSale,Senior,0.528,0
425,Corporate,0,1545312,0,183720,135049,26,InternalRecovery,Senior,0.95,0
426,Corporate,1,4809344,5072687,2992467,367778,9,Auction,Senior,0.454,0
427,Auto,1,63186,65544,52415,5401,7,Auction,Senior,0.256,1
428,Auto,0,122999,0,14149,8683,7,DirectSale,Senior,0.95,0
429,Mortgage,1,736764,703565,334751,71632,17,DirectSale,Subordinated,0.643,0
430,Mortgage,0,373839,0,28926,40605,23,InternalRecovery,Subordinated,0.95,0
431,Mortgage,1,964696,733977,555059,55340,4,Auction,Senior,0.482,1
432,SME,1,486106,444911,197412,35169,8,Legal,Subordinated,0.666,0
433,Mortgage,1,343546,299174,179396,18798,16,Auction,Senior,0.533,0
434,Corporate,1,4447658,3549184,2421685,148037,16,Auction,Subordinated,0.489,0
435,SME,1,296353,296826,160455,25383,13,DirectSale,Subordinated,0.544,0
436,Auto,1,37975,25120,19875,878,9,DirectSale,Subordinated,0.5,0
437,Auto,1,81379,63591,41287,6473,19,DirectSale,Senior,0.572,1
438,SME,1,116608,86527,52412,2817,9,Legal,Senior,0.575,0
439,Corporate,0,1960498,0,331059,363017,15,Auction,Senior,0.95,1
440,SME,1,94616,98856,50771,8152,22,Auction,Senior,0.55,0
441,Mortgage,0,671694,0,35232,37855,21,Legal,Senior,0.95,0
442,Mortgage,1,825783,922196,569536,75854,14,Auction,Senior,0.402,0
443,Corporate,1,9882171,7979995,4930061,505321,6,DirectSale,Senior,0.552,0
444,Mortgage,1,806884,586305,447336,46719,13,Auction,Senior,0.504,0
445,Auto,1,52462,61136,30032,6582,6,DirectSale,Senior,0.553,0
446,SME,1,188845,130008,93400,4193,15,Auction,Subordinated,0.528,0
447,SME,1,411214,435985,262315,41745,7,Legal,Senior,0.464,0
448,Corporate,1,20000000,19770155,12129391,697786,12,Auction,Senior,0.428,0
449,SME,1,469455,486192,262117,39164,7,DirectSale,Senior,0.525,0
450,Corporate,0,2079624,0,199064,186806,11,DirectSale,Senior,0.95,0
451,Auto,1,118216,112194,86684,6514,14,DirectSale,Senior,0.322,0
452,SME,1,175964,171936,132410,11937,17,Legal,Senior,0.315,0
453,Corporate,0,2889356,0,682116,371133,24,Legal,Senior,0.892,0
454,Mortgage,0,762340,0,96673,86895,18,InternalRecovery,Senior,0.95,0
455,Mortgage,1,1186702,1316759,794781,41222,14,Legal,Senior,0.365,0
456,Mortgage,0,654898,0,33643,119985,25,Auction,Subordinated,0.95,0
457,Auto,1,94248,83393,60064,4721,17,InternalRecovery,Senior,0.413,0
458,Mortgage,1,546551,625141,384582,51492,10,DirectSale,Senior,0.391,0
459,Auto,1,98221,90766,52134,4212,13,Legal,Senior,0.512,0
460,Mortgage,1,773943,679451,288128,20705,10,InternalRecovery,Senior,0.654,0
461,SME,1,236176,256279,160101,29681,10,Auction,Senior,0.448,0
462,Mortgage,0,860799,0,174390,47711,12,InternalRecovery,Senior,0.853,0
463,Auto,1,98354,110493,52555,5572,20,Legal,Senior,0.522,0
464,Corporate,1,5426415,4932713,3225227,398727,7,Auction,Senior,0.479,0
465,Auto,0,67746,0,16532,10436,24,Auction,Senior,0.91,0
466,Mortgage,1,907113,923473,549828,50597,20,Auction,Senior,0.45,0
467,Mortgage,1,450067,475755,340254,39459,26,Legal,Senior,0.332,0
468,Mortgage,1,668339,656904,270766,59903,12,Auction,Senior,0.684,0
469,SME,1,439558,512214,327620,38911,15,Auction,Subordinated,0.343,0
470,SME,1,171270,175686,87012,18830,11,Legal,Subordinated,0.602,0
471,SME,0,378669,0,29177,24270,18,Legal,Subordinated,0.95,0
472,Mortgage,0,491242,0,38344,63995,19,Auction,Senior,0.95,0
473,Mortgage,1,880743,552092,241495,38336,3,Auction,Senior,0.769,0
474,Auto,1,83083,99046,77684,7144,21,Auction,Subordinated,0.151,0
475,Mortgage,1,673786,702434,551884,58414,3,Auction,Senior,0.268,0
476,Mortgage,0,620234,0,46294,84851,24,InternalRecovery,Senior,0.95,0
477,Auto,1,65757,57065,32094,3884,16,Legal,Senior,0.571,0
478,SME,1,328290,266934,211514,26600,18,Auction,Senior,0.437,0
479,Mortgage,1,743100,652477,495202,20703,10,InternalRecovery,Senior,0.361,0
480,SME,1,120292,88288,64401,7056,25,Legal,Senior,0.523,0
481,Mortgage,1,300424,276662,127480,26210,11,Auction,Senior,0.663,0
482,Mortgage,0,498889,0,88035,51286,8,DirectSale,Senior,0.926,0
483,Mortgage,1,764839,655352,278362,30286,11,Legal,Subordinated,0.676,0
484,SME,1,296861,242395,136543,23367,11,Auction,Senior,0.619,0
485,Auto,0,132458,0,10991,13117,21,Legal,Subordinated,0.95,0
486,SME,1,528694,487633,260546,39791,3,DirectSale,Senior,0.582,0
487,Auto,0,88133,0,15884,12821,22,Auction,Senior,0.95,0
488,Mortgage,1,596972,576485,277450,46400,14,Legal,Senior,0.613,0
489,Mortgage,0,225636,0,19360,30985,16,Legal,Senior,0.95,0
490,Auto,1,108445,82784,38211,7237,8,InternalRecovery,Senior,0.714,0
491,Auto,1,129965,85135,40768,6991,12,Auction,Senior,0.74,0
492,Mortgage,1,913663,916489,532990,91999,16,InternalRecovery,Senior,0.517,0
493,Corporate,1,5078315,4805906,3698218,395192,21,InternalRecovery,Subordinated,0.35,0
494,SME,1,238050,202065,83414,16360,8,Legal,Subordinated,0.718,0
495,Auto,1,84423,50684,25534,3062,6,Auction,Senior,0.734,1
496,Mortgage,1,402024,307811,123244,16849,10,Legal,Senior,0.735,0
497,Mortgage,1,500690,496623,236651,33961,11,Auction,Senior,0.595,1
498,Mortgage,0,476410,0,86788,42089,22,Auction,Subordinated,0.906,0
499,Auto,0,76372,0,15847,12799,19,Auction,Senior,0.95,0
500,Mortgage,0,710125,0,67983,140463,18,Auction,Subordinated,0.95,0
501,Mortgage,1,914540,997752,715188,32322,18,DirectSale,Senior,0.253,0
502,SME,1,312120,358697,282705,32225,4,Legal,Senior,0.197,0
503,Mortgage,0,1006425,0,245004,157606,18,Auction,Subordinated,0.913,0
504,Mortgage,0,321624,0,19306,24052,14,Auction,Senior,0.95,0
505,Mortgage,1,1143251,821385,651019,97887,12,InternalRecovery,Senior,0.516,0
506,Mortgage,0,846875,0,90879,94387,22,DirectSale,Senior,0.95,0
507,SME,1,159867,180264,100705,18412,10,Legal,Senior,0.485,0
508,Mortgage,1,768656,644389,421983,60037,8,InternalRecovery,Senior,0.529,0
509,Mortgage,0,947734,0,144826,148552,19,DirectSale,Subordinated,0.95,0
510,Corporate,0,14843375,0,2175743,1143857,14,InternalRecovery,Senior,0.93,0
511,Mortgage,1,697481,634995,425188,52641,10,InternalRecovery,Senior,0.466,0
512,SME,0,298092,0,36833,24245,10,DirectSale,Senior,0.95,0
513,Mortgage,1,793937,651483,439925,55066,7,DirectSale,Senior,0.515,0
514,Auto,0,59581,0,5673,5958,19,Auction,Subordinated,0.95,0
515,Mortgage,1,692504,479765,233204,36554,13,DirectSale,Senior,0.716,0
516,Mortgage,1,824968,695831,467788,40900,13,InternalRecovery,Senior,0.483,0
517,SME,0,152265,0,32510,7733,11,Legal,Senior,0.837,0
518,Mortgage,1,773783,705231,555674,70626,4,InternalRecovery,Senior,0.373,0
519,Mortgage,1,431257,370735,174422,31950,7,Legal,Senior,0.67,0
520,SME,1,399855,400039,207028,16907,3,InternalRecovery,Senior,0.525,0
521,SME,1,181902,171167,127626,19387,13,Auction,Senior,0.405,0
522,Corporate,0,4333916,0,913318,395730,22,Legal,Senior,0.881,0
523,Mortgage,1,662625,771624,482800,82901,9,Legal,Senior,0.396,0
524,Mortgage,1,410565,427695,308932,47127,11,Auction,Senior,0.362,1
525,Corporate,0,4485189,0,551429,819735,21,DirectSale,Senior,0.95,0
526,SME,1,252786,220582,176177,7368,10,DirectSale,Subordinated,0.332,0
527,SME,0,229744,0,28136,22062,16,Legal,Senior,0.95,0
528,Mortgage,1,748603,824300,407230,89772,10,DirectSale,Senior,0.576,0
529,Mortgage,1,844311,734170,406437,58605,11,Auction,Senior,0.588,1
530,SME,1,401564,464687,233085,54094,14,Legal,Senior,0.554,0
531,Mortgage,1,681476,652502,486877,52959,13,Legal,Senior,0.363,0
532,Mortgage,1,569763,625681,499975,60133,13,Legal,Senior,0.228,0
533,SME,1,168239,150602,105686,13088,14,DirectSale,Senior,0.45,0
534,Corporate,1,9032539,10729442,8178262,396541,11,Auction,Senior,0.138,1
535,Mortgage,1,493254,456668,320952,46379,12,DirectSale,Senior,0.443,0
536,Corporate,1,3184821,3456199,2389189,269415,11,InternalRecovery,Senior,0.334,0
537,SME,1,501279,305688,224157,36332,10,Auction,Subordinated,0.625,1
538,SME,1,385741,320303,170811,34335,14,Legal,Senior,0.646,0
539,SME,1,613315,458386,361768,43072,12,Legal,Senior,0.48,0
540,Auto,0,108157,0,9848,7805,22,Legal,Senior,0.95,0
541,Auto,1,100171,118936,63531,4715,3,Auction,Senior,0.413,1
542,Auto,1,66835,48027,35995,4720,18,Auction,Senior,0.532,0
543,Auto,0,62809,0,5208,10813,7,Auction,Senior,0.95,0
544,Mortgage,1,336443,393801,158356,12382,3,Legal,Senior,0.566,0
545,SME,0,220905,0,32872,27848,16,InternalRecovery,Senior,0.95,0
546,Auto,0,74644,0,8041,4424,16,InternalRecovery,Senior,0.95,0
547,SME,0,105396,0,21580,17437,19,InternalRecovery,Senior,0.95,0
548,SME,1,412958,433861,330790,33867,12,Legal,Senior,0.281,0
549,Mortgage,1,761729,572486,386459,54194,22,Legal,Senior,0.564,0
550,Corporate,1,3449829,3780365,2907588,210792,16,DirectSale,Senior,0.218,0
551,Mortgage,0,641547,0,57479,91543,22,Auction,Senior,0.95,1
552,Auto,1,56181,50499,28601,4547,15,Legal,Subordinated,0.572,0
553,Auto,0,86428,0,15006,6101,14,DirectSale,Senior,0.897,0
554,Corporate,1,5069791,3268918,2227688,161802,24,Legal,Senior,0.593,0
555,Corporate,0,5105359,0,814058,636110,11,Legal,Senior,0.95,0
556,Mortgage,1,666420,666308,488786,49871,14,DirectSale,Senior,0.341,1
557,Auto,1,85317,56764,31479,1978,20,InternalRecovery,Subordinated,0.654,0
558,Auto,1,93418,80241,39933,7323,23,InternalRecovery,Senior,0.651,0
559,Mortgage,1,943650,1062509,789556,105071,11,Legal,Senior,0.275,0
560,Auto,0,63459,0,6258,4484,21,Legal,Subordinated,0.95,0
561,Corporate,1,6657743,7275573,4008612,250850,3,InternalRecovery,Senior,0.436,0
562,Auto,0,79369,0,18703,13552,11,Auction,Subordinated,0.935,0
563,Mortgage,1,424448,441191,285240,21994,17,InternalRecovery,Senior,0.38,0
564,Mortgage,1,1128242,993809,714000,82219,3,Legal,Subordinated,0.44,0
565,Auto,1,45146,47499,37379,2677,3,DirectSale,Senior,0.231,0
566,Auto,1,115660,128426,51557,10533,14,InternalRecovery,Senior,0.645,0
567,SME,1,591752,494598,253369,46021,13,Auction,Senior,0.65,0
568,Auto,1,76694,50724,37623,4197,11,Legal,Senior,0.564,0
569,Auto,0,94594,0,15845,17433,13,Legal,Senior,0.95,0
570,Mortgage,0,1770905,0,428720,280580,16,DirectSale,Subordinated,0.916,1
571,Auto,1,98043,87555,66471,9971,8,Legal,Senior,0.424,0
572,Mortgage,1,1139420,1053844,686616,102768,15,InternalRecovery,Senior,0.488,1
573,Mortgage,1,638141,700910,363619,51843,19,InternalRecovery,Senior,0.511,0
574,SME,1,497120,555419,309332,21139,17,Legal,Senior,0.42,0
575,SME,0,433177,0,78131,35454,24,Auction,Senior,0.901,0
576,Mortgage,1,505529,510930,292133,15420,11,Legal,Subordinated,0.453,0
577,Auto,1,82728,71291,43239,6377,16,Auction,Senior,0.554,1
578,Auto,1,48211,43064,27039,1619,9,DirectSale,Senior,0.473,0
579,Auto,0,62772,0,10238,7956,22,Auction,Senior,0.95,0
580,Mortgage,0,1162683,0,90490,192772,15,InternalRecovery,Senior,0.95,0
581,Auto,1,74967,85724,56331,8461,12,Auction,Subordinated,0.361,0
582,SME,0,198065,0,43922,11977,22,Auction,Subordinated,0.839,0
583,Auto,1,89910,97527,50970,11643,4,InternalRecovery,Senior,0.563,1
584,Mortgage,1,946263,935259,465510,108684,8,Auction,Senior,0.623,0
585,Mortgage,1,936850,678254,533234,48309,12,Auction,Senior,0.482,0
586,Corporate,1,3140944,3670567,2017027,353511,3,Auction,Senior,0.47,0
587,Auto,1,77180,50205,27218,4197,21,Auction,Senior,0.702,0
588,Mortgage,0,642626,0,59083,32947,3,DirectSale,Senior,0.95,0
589,Mortgage,0,601213,0,81656,81126,16,Auction,Senior,0.95,1
590,Corporate,0,3418941,0,369497,312769,3,Auction,Senior,0.95,1
591,Auto,0,73383,0,11406,4347,22,Auction,Senior,0.904,1
592,Auto,1,78892,94358,65897,7530,3,Legal,Subordinated,0.26,0
593,Mortgage,1,1037140,1125528,704031,97746,3,InternalRecovery,Senior,0.415,0
594,Mortgage,1,846447,765508,542003,67474,10,Legal,Senior,0.439,0
595,Auto,1,57619,37500,19957,3697,11,Auction,Senior,0.718,0
596,SME,1,172113,154742,120998,17393,3,DirectSale,Senior,0.398,0
597,Corporate,1,10673958,9209229,4904401,1049362,17,Legal,Senior,0.639,0
598,Mortgage,1,737411,680316,357377,62596,17,Legal,Senior,0.6,0
599,SME,1,311843,194452,120963,22645,7,Auction,Senior,0.685,0
600,Corporate,0,3622383,0,308875,357717,9,Legal,Senior,0.95,0
601,Auto,1,87609,62043,36468,6867,12,DirectSale,Senior,0.662,0
602,Mortgage,1,680658,466217,369814,27502,11,InternalRecovery,Senior,0.497,0
603,Mortgage,1,698004,528716,381702,26221,19,Legal,Senior,0.491,0
604,SME,1,313003,224076,93721,14776,8,Legal,Subordinated,0.748,0
605,Auto,1,121404,92332,56580,3805,10,Legal,Subordinated,0.565,1
606,Auto,1,45999,37669,25660,1569,16,DirectSale,Senior,0.476,0
607,Auto,0,90706,0,10726,11295,14,InternalRecovery,Senior,0.95,0
608,Corporate,1,14059177,9274836,5124327,1110363,6,Auction,Senior,0.714,0
609,SME,0,433368,0,97732,50147,14,Legal,Senior,0.89,0
610,Mortgage,1,282125,259505,201862,28426,3,Auction,Senior,0.385,0
611,SME,0,198991,0,10434,21253,18,Auction,Senior,0.95,0
612,Mortgage,0,674825,0,134825,134627,17,Auction,Senior,0.95,0
613,Auto,0,61572,0,9118,7912,15,InternalRecovery,Senior,0.95,0
614,Mortgage,1,593950,402863,263396,42207,8,Auction,Senior,0.628,0
615,Corporate,0,4688499,0,840920,934939,16,Auction,Senior,0.95,0
616,Mortgage,0,509370,0,79240,90634,24,InternalRecovery,Senior,0.95,0
617,Mortgage,1,458373,541778,395684,45913,12,Legal,Senior,0.237,0
618,Mortgage,1,423242,475275,303086,41992,17,DirectSale,Senior,0.383,0
619,Auto,0,49362,0,10882,5615,20,Auction,Subordinated,0.893,0
620,Mortgage,1,630747,728600,377158,28008,3,Legal,Senior,0.446,0
621,Mortgage,1,361975,253879,184353,28434,18,Auction,Subordinated,0.569,1
622,Mortgage,0,576857,0,50119,101901,16,Auction,Senior,0.95,0
623,Corporate,1,2335393,2143550,909810,116794,24,Auction,Senior,0.66,0
624,Corporate,1,5817150,4716711,3624684,291814,16,Auction,Senior,0.427,0
625,Auto,1,116204,132171,87827,8978,4,Legal,Senior,0.321,0
626,Mortgage,0,253744,0,62385,25687,24,DirectSale,Senior,0.855,0
627,Corporate,1,2493603,2259087,1048115,86890,8,Auction,Subordinated,0.615,0
628,Mortgage,1,746421,571375,266672,24466,20,InternalRecovery,Senior,0.676,0
629,Auto,0,57160,0,14101,8653,6,Auction,Senior,0.905,0
630,Auto,0,49312,0,12228,4839,19,Auction,Subordinated,0.85,0
631,Auto,0,89169,0,6319,11221,32,Legal,Senior,0.95,0
632,Mortgage,0,604475,0,90018,93211,12,DirectSale,Senior,0.95,0
633,Auto,1,61178,65795,32176,6500,11,Legal,Senior,0.58,0
634,Corporate,1,15160469,11192247,7934610,721816,8,Auction,Subordinated,0.524,0
635,Mortgage,1,576541,492595,290301,38933,8,Legal,Subordinated,0.564,1
636,Mortgage,1,781557,741209,468535,83241,3,Auction,Senior,0.507,0
637,Auto,1,44558,51749,23385,4350,18,DirectSale,Senior,0.573,0
638,Auto,0,56392,0,4438,10440,12,Auction,Senior,0.95,0
639,Corporate,0,5405294,0,1279815,847034,3,Legal,Senior,0.92,0
640,Auto,0,93390,0,14159,14649,23,DirectSale,Senior,0.95,0
641,Auto,0,79775,0,7798,5092,15,Auction,Senior,0.95,0
642,SME,0,316240,0,26249,54966,23,Auction,Senior,0.95,0
643,SME,1,294592,289126,228356,30345,16,InternalRecovery,Subordinated,0.328,0
644,Mortgage,1,411575,315800,194751,17849,14,DirectSale,Senior,0.57,0
645,SME,1,805969,939191,749858,48604,15,Auction,Senior,0.13,1
646,Mortgage,1,520775,425206,326406,28731,16,DirectSale,Senior,0.428,0
647,Mortgage,1,409634,486998,256458,28339,17,Legal,Senior,0.443,0
648,Auto,0,78040,0,7877,15521,19,Legal,Senior,0.95,0
649,Mortgage,1,372356,258537,153950,15540,13,InternalRecovery,Senior,0.628,0
650,Auto,1,128509,81896,37802,7820,10,DirectSale,Senior,0.767,1
651,Auto,0,65580,0,3541,6617,21,Auction,Senior,0.95,0
652,Mortgage,1,913014,567715,402422,38588,14,Auction,Subordinated,0.602,0
653,Mortgage,1,557816,413772,197703,38484,3,Auction,Subordinated,0.715,1
654,Auto,1,62215,43635,23973,2886,9,Auction,Senior,0.661,0
655,Mortgage,0,819983,0,69100,81484,19,Auction,Senior,0.95,0
656,Mortgage,1,575426,650248,368227,47105,12,Auction,Senior,0.442,0
657,SME,1,295073,320450,206398,29578,17,InternalRecovery,Subordinated,0.401,0
658,Auto,1,61983,65800,51744,4030,22,Auction,Senior,0.23,0
659,Corporate,0,7926189,0,677317,887241,21,Legal,Subordinated,0.95,0
660,SME,0,350682,0,24022,31083,26,Legal,Senior,0.95,1
661,Auto,1,72249,74851,41674,2892,12,DirectSale,Senior,0.463,0
662,SME,0,380299,0,88758,70562,8,Legal,Senior,0.95,1
663,SME,0,319503,0,34071,18319,7,Auction,Senior,0.95,0
664,Auto,0,33905,0,4445,5436,25,InternalRecovery,Senior,0.95,0
665,SME,0,137804,0,28654,27421,21,InternalRecovery,Senior,0.95,1
666,Auto,0,102029,0,9285,14573,21,Legal,Senior,0.95,0
667,Mortgage,0,321452,0,67210,49969,16,Legal,Senior,0.946,1
668,Auto,0,75873,0,18221,7536,25,Legal,Senior,0.859,0
669,Mortgage,1,497571,369170,163221,19693,3,Auction,Senior,0.712,0
670,Auto,0,79079,0,14836,7503,18,Legal,Senior,0.907,0
671,SME,1,166535,108903,47796,8432,16,DirectSale,Senior,0.764,0
672,Mortgage,1,634327,536905,319808,21741,5,Auction,Senior,0.53,0
673,Mortgage,1,564715,389290,173929,39583,15,DirectSale,Subordinated,0.762,0
674,Mortgage,1,795724,784219,412492,68655,17,Auction,Senior,0.568,0
675,Auto,0,62329,0,5568,11298,19,DirectSale,Senior,0.95,0
676,Mortgage,1,481119,383157,163631,21947,14,DirectSale,Subordinated,0.706,0
677,Corporate,1,9299153,6161329,3371854,719320,7,Auction,Senior,0.715,0
678,Auto,1,87222,56904,25476,2500,3,Auction,Senior,0.737,0
679,Corporate,0,6433346,0,677844,1255526,16,Legal,Senior,0.95,0
680,Auto,1,103771,124225,71856,12665,3,Legal,Senior,0.43,0
681,SME,1,378961,431736,232672,45280,12,Legal,Senior,0.506,0
682,Auto,0,110775,0,7513,11829,22,Legal,Senior,0.95,0
683,SME,1,146951,169589,76201,16116,26,Legal,Senior,0.591,0
684,Corporate,1,9260431,7537377,4491965,341694,16,Auction,Senior,0.552,0
685,SME,0,314631,0,16436,46791,22,Legal,Senior,0.95,0
686,Auto,1,104646,112191,84492,7032,13,Legal,Senior,0.26,0
