cust_id,secured_flag,ead,collateral_value,recovery_amount,recovery_cost,time_to_recovery,default_flag,lgd_observed
491,1,9085352,458655,317420,19415,31,0,0.95
492,1,7505728,687030,537855,104804,27,0,0.9423039310777049
493,1,991544,295775,217110,15327,23,0,0.7964961716272803
494,1,202376,102161,89764,19882,21,0,0.654692255998735
495,1,115492,1718264,1501730,112486,31,0,0.05
496,1,650802,709058,433207,38556,5,1,0.39359282854078503
497,1,986507,768608,321171,32221,14,0,0.7070978715812457
498,1,4415472,246359,99907,19538,28,0,0.95
499,0,2864216,594779,63683,6910,33,0,0.95
500,0,1509675,2436938,196344,33224,10,0,0.8919502541937834
501,0,493933,730075,246073,40451,37,0,0.5837046724960673
502,1,460109,753212,321197,41900,7,0,0.3929764468854119
503,1,1550561,916466,652942,103098,29,0,0.6453902813239853
504,0,2414616,187208,36638,2697,28,0,0.95
505,0,1779568,1450490,223929,50436,29,1,0.902508361579889
506,1,427368,183373,82800,7569,15,0,0.8239666984893581
507,0,2305176,259476,59037,13345,25,0,0.95
508,0,1841168,230006,57991,8915,3,0,0.95
509,0,412228,601542,79615,13756,30,0,0.8402364710791116
510,0,548904,494994,163185,16556,17,0,0.7328694999489893
511,1,2394047,728434,359008,33914,15,0,0.8642073443002581
512,1,951212,269471,217454,32213,7,0,0.8052579235753965
513,0,5892243,2204574,490519,50754,28,0,0.9253654338424264
514,0,1984999,1825620,624875,84125,9,0,0.7275817267414241
515,1,739233,602477,266403,36775,37,1,0.6893699280199883
516,1,1190393,430971,209303,21805,24,0,0.8424906732482466
517,1,1281296,385658,320648,34740,11,0,0.7768603039422585
518,0,580479,518575,58877,14400,3,0,0.9233787957876167
519,0,482826,156330,21996,3684,17,0,0.95
520,1,2425115,253833,164465,35586,32,0,0.9468565408238372
521,1,2800401,1878778,852811,50442,5,0,0.7134806765173988
522,1,2199589,1016619,456890,23020,8,0,0.8027495136591427
523,0,5472893,4402582,567775,87335,33,0,0.9122146184842277
524,0,699573,524859,209354,45086,7,1,0.7651881933693839
525,0,6415777,490085,86150,14833,6,0,0.95
526,1,488492,465706,407276,70770,27,0,0.31113303800266945
527,1,436836,513455,307816,23970,13,0,0.3502229669715866
528,1,206910,352939,200512,49268,16,0,0.26903484606833894
529,1,770045,982727,527226,82215,27,0,0.4220974098916297
530,0,726706,753146,235199,16586,29,1,0.6991727053306289
531,0,2034859,416271,56371,7488,31,0,0.95
532,0,1534769,2888545,591903,38115,3,0,0.6391717580951921
533,0,364771,5875144,1168575,156154,7,0,0.05
534,1,812014,2631948,2090170,401965,23,0,0.05
535,0,829466,1347735,485248,55660,39,0,0.48209088739020045
536,0,203621,1686130,309421,34847,36,0,0.05
537,0,450923,5621207,1253477,191616,4,0,0.05
538,1,556368,1683442,834969,124992,20,0,0.05
539,1,5043571,383193,286873,41145,17,0,0.95
540,1,1456359,1122983,555067,85129,35,0,0.6773199465241744
541,0,2331841,1452604,91643,5461,13,0,0.95
542,1,268703,244216,109483,15858,31,0,0.6515669717122623
543,1,3969753,533159,418101,103857,31,0,0.9208404150081881
544,0,4417577,2447141,386893,78487,10,0,0.9301866158756259
545,1,163024,98140,53459,5747,3,0,0.7073314358622043
546,1,594028,184338,85642,15890,32,0,0.8825779256196677
547,1,1974381,600760,467063,54170,12,0,0.7908747095925255
548,0,2290746,1076308,339473,29976,8,1,0.8648924848062596
549,1,610177,163833,82366,16861,3,0,0.892645904385121
550,0,886025,634461,185643,17063,11,0,0.8097344883045061
551,1,661733,2595125,2011697,446043,18,0,0.05
552,0,1343002,786632,118483,14938,5,0,0.9229003381975603
553,1,3981537,2049277,1102357,221980,4,0,0.7788851390807118
554,1,556241,380284,263589,26864,10,0,0.5744200805046733
555,0,3271700,299267,53741,9702,32,1,0.95
556,1,550360,1855678,790181,73096,20,0,0.05
557,1,515232,1094920,584112,31756,5,0,0.05
558,1,2726678,197964,107392,22865,8,0,0.95
559,0,3023532,302269,97112,21484,15,0,0.95
560,1,2817639,4077682,2958693,669004,17,0,0.18737318726777985
561,0,322611,263811,47130,2698,24,0,0.8622737600391803
562,1,754679,2038575,1035698,209401,21,0,0.05
563,1,2738685,431056,372478,80892,10,0,0.8935306543103716
564,1,1253614,726872,565615,63540,16,0,0.5994979315802154
565,1,410983,1008577,874572,126017,25,1,0.05
566,1,1901812,72324,58931,7754,27,0,0.95
567,1,588417,145948,87723,12107,35,0,0.8714924959679955
568,1,7235607,802082,369722,81095,3,0,0.95
569,0,5636881,328818,99080,13234,3,0,0.95
570,1,2200284,2183062,1257433,138912,19,1,0.49164698738890067
571,1,4690298,124650,76373,5810,20,0,0.95
572,0,1283102,1358349,242603,44873,27,0,0.8458968967393083
573,1,2585520,160517,139370,9315,17,0,0.949698706643151
574,1,5270945,495183,215122,13388,29,0,0.95
575,0,1537239,226202,43402,8086,32,0,0.95
576,0,931743,5913053,2196757,414874,11,0,0.05
577,1,218682,167135,140707,12637,27,0,0.41435509095398804
578,0,1106670,637770,225680,54487,36,0,0.8453079960602529
579,1,2739875,109150,74150,15390,13,0,0.95
580,1,3096036,4237682,1768302,331177,17,0,0.5358177359694785
581,1,1991433,1134168,659451,132463,31,0,0.7353724679665347
582,0,699905,848029,289397,38309,32,0,0.641254170208814
583,1,166571,3692241,2399853,338687,13,0,0.05
584,1,732914,857832,654788,146700,3,0,0.30675631793088953
585,1,887048,928688,496473,27347,19,0,0.4711379767498489
586,1,879466,843148,347801,73206,13,0,0.6877707608935422
587,1,2232329,1355929,934479,130372,31,1,0.639790102623762
588,1,8759736,424350,346902,49535,14,0,0.95
589,1,1360726,576242,515814,59390,32,1,0.6645731763779041
590,1,968271,1778655,1464390,251017,29,0,0.05
591,1,927991,989653,669992,124038,38,1,0.41168179432774676
592,1,1361891,643277,453101,37222,17,0,0.6946312149797598
593,1,525290,156283,126914,20705,11,0,0.7978088294085172
594,1,1356201,3789919,1553508,222124,33,1,0.05
595,0,1887591,352357,42494,8769,27,0,0.95
596,1,1483160,2160739,1438210,228758,17,0,0.1845438118611613
597,0,1900337,884987,156646,21290,36,0,0.9287726334855344
598,1,1855653,175817,137534,21425,18,0,0.937429573309234
599,1,204455,2892127,1377111,203968,25,0,0.05
600,1,2273588,965107,465789,110408,35,1,0.8436915571334824
601,1,614758,3168851,1827866,205411,31,0,0.05
602,1,401981,596807,317497,18246,34,0,0.2555593423569771
603,1,398534,1582404,980535,178848,34,0,0.05
604,1,1855271,104947,73667,12580,18,0,0.95
605,1,962630,420736,260136,60349,17,0,0.7924571226743401
606,1,223693,179819,77000,5659,23,0,0.6810762965314069
607,1,1939688,482983,428799,66261,30,1,0.8130946832686494
608,1,285042,1225663,750793,60179,16,0,0.05
609,1,1383077,375105,309663,43706,23,0,0.8077062954557122
610,0,1526516,1886485,287194,60274,26,0,0.8513477749332466
611,1,2915573,284283,228857,50686,37,0,0.9388898854530482
612,0,7143295,1931408,227796,49379,9,0,0.95
613,1,307221,3080901,2278950,363449,33,0,0.05
614,1,1141126,2224135,1625627,287397,24,0,0.05
615,0,912245,499514,30328,4861,27,1,0.95
616,0,1855657,70403,20686,3356,6,0,0.95
617,1,1492060,1383855,628934,142786,35,1,0.6741766416900125
618,1,845305,635547,528954,48586,38,0,0.4317222777577324
619,0,773822,248641,91793,12644,28,0,0.8977167875816402
620,0,393780,395573,73388,12623,31,0,0.8456879475849459
621,1,3229576,3533741,2272564,461490,8,0,0.43922236231629164
622,1,1903498,208756,98755,19985,21,1,0.95
623,1,3010956,1220950,669668,49186,27,0,0.7939252516476495
624,1,881697,927041,549401,51853,12,0,0.435692760664945
625,1,623537,492314,265173,61600,38,0,0.6735189732124958
626,1,409087,1482122,926518,112575,12,0,0.05
627,1,1721863,4392766,2601946,131508,18,0,0.05
628,0,425154,526723,172172,15488,17,0,0.6314653043367815
629,1,7638127,558215,479620,116984,36,0,0.95
630,1,325252,1445941,651340,72917,17,0,0.05
631,0,1581145,2002820,350638,60570,3,1,0.8165456046093179
632,0,5762342,633821,126401,24689,8,0,0.95
633,1,2189294,521304,387488,69483,21,0,0.8547454110777264
634,1,1433563,63613,57137,7171,8,0,0.95
635,1,456578,309957,175907,23937,6,0,0.6671543525969276
636,1,302014,208304,169800,36947,12,0,0.5601097962346117
637,1,2597474,1548949,1141345,208360,11,0,0.6408106491152559
638,1,5422932,557772,313308,17133,3,0,0.9453847107063117
639,1,775412,534280,401959,36454,19,0,0.5286312308811316
640,1,384976,722186,472895,50722,30,0,0.05
641,1,102932,280073,138492,17047,14,0,0.05
642,1,451005,4027159,1960984,324305,18,0,0.05
643,1,1073401,3041962,2301850,283822,16,0,0.05
644,1,5951317,4324977,3269532,702957,8,0,0.5687383145612979
645,1,2357550,1546892,1029281,149006,32,0,0.6266144938601514
646,0,1631622,706143,270806,40738,28,0,0.8589943013761766
647,1,806033,4308938,2111462,286056,22,0,0.05
648,0,671207,344874,93020,10426,7,0,0.8769470521016616
649,0,4904420,279755,100923,19675,17,0,0.95
650,1,1469949,376373,311397,29866,33,0,0.8084756682034546
651,1,146884,1296473,947020,177943,20,0,0.05
652,1,613208,315427,283467,44204,15,0,0.6098175496731941
653,1,509805,614823,520502,36670,13,0,0.0509469306891851
654,0,696439,125236,41310,2213,14,0,0.9438615585858919
655,1,2111503,1238247,742413,62280,21,0,0.6778915303459194
656,1,1080090,137473,64058,12952,21,0,0.95
657,1,1113628,261613,165612,21019,3,0,0.870160412633303
658,1,4472567,2782565,2193193,462709,16,0,0.6130893064318544
659,1,599312,2672032,1276949,192029,19,0,0.05
660,1,7757723,1101016,925085,52312,4,0,0.887496240842835
661,1,614578,987794,676173,148230,23,0,0.14096664703259798
662,0,1314804,406746,89679,21276,22,0,0.9479747551726341
663,1,907815,311702,131718,8540,25,0,0.8643137643682909
664,1,1360576,489693,218853,20062,32,0,0.853892028082224
665,1,1875886,137996,98036,18931,3,0,0.95
666,1,1855816,962888,788697,196728,8,0,0.6810195622841919
667,1,566301,769667,644159,145103,17,0,0.11874427203907467
668,1,391243,261250,194418,13568,19,1,0.5377553080821893
669,1,14697262,4096117,2049981,351463,38,1,0.8844330324927188
670,1,741192,1422042,707481,129497,28,0,0.22019665619704476
671,1,2419841,1561294,1312550,231227,4,0,0.553142954433783
672,0,240953,426738,22462,3675,13,0,0.922030437471208
673,1,909260,728349,541189,58686,12,0,0.4693454017552735
674,1,1058962,1454408,969731,178140,6,1,0.2524840362543699
675,1,1929584,862905,526984,103125,21,1,0.7803365906848315
676,0,79027,4248560,312327,51581,28,0,0.05
677,1,1419961,582936,508672,76011,20,1,0.6953007864300498
678,1,380887,418730,347848,32630,24,0,0.17241071498896
679,0,1663352,1465457,335435,53315,31,0,0.8303906809863456
680,0,426629,181477,52118,3942,17,0,0.8870775310632892
681,0,511200,2016203,324031,20913,35,0,0.40704616588419407
682,1,914719,174419,156788,32230,13,0,0.8638292196838592
683,1,419857,1472457,695988,128934,22,0,0.05
684,0,747482,357503,125278,22525,29,0,0.8625344824356974
685,0,364624,1232114,180838,42610,17,0,0.6209026284610997
686,1,192303,1978950,1296947,163615,5,1,0.05
687,1,3328249,863512,477061,61992,18,0,0.8752890784313313
688,1,329045,194934,165390,21955,30,0,0.5640869789846373
689,0,1005825,271997,86617,12391,17,0,0.9262038625009321
690,1,2553284,327248,197995,30207,28,0,0.9342854143918186
691,1,650213,90716,39470,8115,36,0,0.95
692,1,526935,2521149,1844644,172549,38,0,0.05
693,1,1507914,823334,484377,66270,29,0,0.7227249034096108
694,1,3678199,209175,186789,28209,16,0,0.95
695,1,373504,3617314,1608573,134836,5,0,0.05
696,1,1034938,337236,154981,29506,5,0,0.8787608533071546
697,1,212671,960903,720400,44127,25,0,0.05
698,1,811629,294255,229320,38338,7,0,0.7646929816455548
699,1,1244450,79214,50344,4552,4,0,0.95
700,1,511639,162610,87586,4527,38,0,0.8376609288971326
701,1,761471,445369,247137,27964,4,0,0.7121715731787553
702,1,294128,1959356,1114847,151427,17,0,0.05
703,1,1298965,1067880,547439,116856,4,0,0.6685183973394202
704,1,3456248,851049,702388,92412,38,0,0.8235149792491743
705,1,401457,79935,34574,8058,30,0,0.9339505849941587
706,0,645208,2949348,298155,65149,16,0,0.6388668460403466
707,1,1987814,932894,721874,63920,14,1,0.6690062551123999
708,0,4041355,639627,61529,4992,32,0,0.95
709,1,270170,2534901,2126823,210062,37,0,0.05
710,0,1015828,2876964,715519,87247,10,0,0.3815173434872833
711,0,1596191,2597472,954189,159059,34,0,0.5018578603688406
712,1,1085925,555822,471058,35242,22,0,0.5986684163270943
713,1,101033,241874,155682,24349,17,0,0.05
714,1,1984921,2164749,1571866,261172,16,0,0.3396744757096126
715,1,5494929,162501,136666,24897,28,0,0.95
716,0,1351413,6211931,2348852,375859,27,0,0.05
717,0,428863,752231,227691,48961,21,0,0.5832468643832646
718,0,719903,227073,47860,8534,22,1,0.9453731961111428
719,1,7059699,188140,99471,23366,28,0,0.95
720,0,2987545,178909,14776,2810,34,1,0.95
721,0,2280776,851197,287146,39402,25,0,0.8913773207013753
722,1,1717555,724305,315880,29041,16,0,0.8329957410388604
723,1,620861,187303,76327,3976,24,0,0.883466669673244
724,0,984046,492819,134563,9161,32,0,0.8725649004213217
725,1,1112452,161986,96106,8451,30,0,0.9212055890950801
726,0,2083530,1394758,110423,10301,32,1,0.95
727,1,5437983,686902,339457,67351,5,0,0.9499619619995134
728,0,3679686,481064,142925,18181,37,0,0.95
729,1,290865,176853,156644,17999,6,0,0.5233355680470322
730,1,1504535,524304,465865,28172,36,0,0.709084202095664
731,1,2512435,462221,261504,41247,13,0,0.912333254392651
732,0,2233008,1034573,338278,58380,15,1,0.8746542779963171
733,0,640988,876524,221304,49919,4,0,0.7326236996636443
734,1,22166866,1743257,1442092,217133,38,0,0.9447391886611305
735,1,335345,428037,216587,11163,32,0,0.3874248907841179
736,0,407098,94235,36448,2298,18,0,0.9161135647927526
737,1,1519049,2169922,1251752,130433,34,0,0.26182828862005114
738,0,9987082,260501,72147,5615,17,0,0.95
739,1,521156,215861,187235,38217,25,0,0.7140625839479926
740,1,921881,695629,352748,25246,37,0,0.6447459053825819
741,1,3531713,1017132,911266,74866,19,1,0.7631744142290158
742,1,1181313,406801,184804,33885,20,0,0.8722446972140322
743,0,860609,403300,96484,9448,34,0,0.8988669651374782
744,1,2117259,474430,396337,96633,18,0,0.8584471715552986
745,1,1579340,3464900,2402222,534824,3,0,0.05
746,0,3370052,727270,147371,29313,16,1,0.95
747,1,4375226,251510,110911,13157,4,1,0.95
748,1,1634754,254342,174846,10727,8,0,0.8996063016209167
749,0,1609980,553505,107039,12553,28,0,0.9413123144386887
750,1,1489738,947558,608153,76229,10,0,0.6429412420170526
751,1,1961324,1242179,888401,67062,26,0,0.5812323716020402
752,0,1270817,836159,180809,13403,33,0,0.8682689954572531
753,1,1201872,288929,254344,46703,23,0,0.8272353461932718
754,1,3979342,457560,332887,32117,22,0,0.9244171523834845
755,1,5477263,1635237,931597,172906,4,1,0.8614835548338651
756,0,266318,206756,61116,9757,22,0,0.8071516007179387
757,1,1214716,436992,279054,64264,24,0,0.823176775476737
758,1,603985,1407336,745415,156115,15,1,0.05
759,0,881189,1910373,152848,12269,22,0,0.8404666876232
760,0,1798594,589950,149726,25757,33,0,0.9310744948554259
761,1,2348854,464015,385077,69554,25,0,0.8656693860069634
762,1,1075045,170360,121619,27049,28,0,0.9120315893753285
763,1,177488,1300427,899141,160219,32,1,0.05
764,0,458151,3111631,441284,34483,11,0,0.1120809514766965
765,1,2947593,12257756,8800449,894916,34,0,0.05
766,1,77619,1115809,896024,159061,14,0,0.05
767,0,3942900,689714,137534,31961,14,0,0.95
768,0,2025303,265191,28158,6428,29,0,0.95
769,1,4484672,92342,70693,8613,28,0,0.95
770,0,986018,886162,342596,74046,16,0,0.7276418888904665
771,1,153061,9678069,4350246,662357,16,1,0.05
772,0,1849383,2951704,1070094,152882,13,0,0.5040443218089492
773,1,4302269,2491064,1977790,237685,36,0,0.5955378429382263
774,1,3031965,955665,649369,120549,10,0,0.8255850578750085
775,0,619896,1083249,112913,19186,17,0,0.8488020571192587
776,1,1311603,50709,24967,3119,6,0,0.95
777,1,705854,1687504,700832,141965,3,0,0.20823994763789677
778,0,530053,385665,141674,17832,37,0,0.7663592131352902
779,0,3126386,337088,109528,18277,8,0,0.95
780,1,363112,511149,338199,43450,4,1,0.1882697349578092
781,0,491975,492522,62676,4598,21,0,0.8819492860409573
782,1,398703,331240,251113,20651,33,0,0.4219707401248548
783,1,270967,740632,663010,120235,21,0,0.05
784,1,1392225,394705,173417,36806,25,0,0.9018757743899154
785,1,3841997,814520,378841,54436,11,0,0.9155634426575554
786,0,999612,142074,38336,4413,21,0,0.95
787,1,266799,576388,385735,45246,15,0,0.05
788,1,2785518,218398,116500,19750,10,1,0.95
789,1,6489537,360196,267199,38353,30,0,0.95
790,0,630178,854044,193936,9725,29,0,0.7076841781211023
791,1,745228,124941,56422,11526,11,0,0.9397553500405245
792,1,2014054,295183,185989,14593,17,0,0.9148999977160494
793,1,6088265,1363902,801905,148321,36,0,0.8926485624393813
794,1,715091,154122,125545,14920,27,0,0.8452994094457909
795,1,317283,5155908,4221539,699089,3,0,0.05
796,0,2261228,2743784,545703,120613,13,0,0.8120092268448825
797,0,2673951,423377,31314,2531,17,0,0.95
798,1,1210000,306836,209287,43014,28,1,0.8625842975206611
799,0,688222,910850,172954,9972,35,1,0.7631839726134881
800,0,3250692,148418,20599,4825,37,0,0.95
801,0,2039134,80631,28774,2598,29,0,0.95
802,1,557693,440088,189157,39511,14,0,0.7316695744791489
803,1,1263119,629415,339157,21517,22,0,0.7485272567351136
804,1,311231,809255,362316,41814,14,0,0.05
805,1,2387817,370936,246814,43614,39,0,0.9149013513179611
806,0,925201,2961899,996817,181186,8,0,0.1184283199002163
807,0,777850,140835,51238,9723,22,0,0.9466285273510316
808,0,1163712,208545,20818,2501,25,1,0.95
809,1,1252068,1245813,1097003,200972,17,0,0.28435915621196295
810,1,2942970,203249,158630,21526,30,1,0.95
811,0,2171851,194784,27185,4436,36,0,0.95
812,0,1028478,835420,66343,10578,10,0,0.9457791027129409
813,1,2580950,228919,143983,12041,22,0,0.9488785137255662
814,0,1795397,630083,124994,27413,8,0,0.9456493466347554
815,0,784969,337782,54161,12101,28,1,0.9464182661990473
816,1,1061593,282708,212327,19267,20,0,0.8181412273818686
817,1,1036932,72219,31886,4250,16,0,0.95
818,1,1993218,850448,657713,94036,22,1,0.717202533792089
819,1,833157,184996,87294,13948,3,0,0.911966172042004
820,1,813898,606180,250415,13636,25,0,0.7090802532995535
821,0,8612776,415270,133354,26905,18,0,0.95
822,1,3077830,581194,401453,89279,21,0,0.898573345506412
823,1,562079,618688,258256,20257,10,1,0.5765737556464483
824,1,2128527,902560,593600,136127,26,0,0.7850753126457874
825,1,1353697,327572,218583,48128,18,0,0.874081866178325
826,0,1778980,2861813,865259,137101,15,1,0.5906879222925496
827,1,1379651,95593,72248,7582,32,0,0.95
828,1,3951645,568496,287172,26275,15,0,0.9339776219776827
829,0,1699118,1830050,617122,91226,23,0,0.6904888300871393
830,1,1130206,1232370,684471,103656,21,0,0.4860981095481709
831,1,3409889,249616,159491,28767,29,0,0.95
832,1,1518578,299817,253622,53343,25,0,0.8681141172860399
833,1,1357938,240994,193539,45849,18,0,0.8912395116713723
834,1,1646269,1410070,1115269,233376,26,0,0.4643080808786414
835,1,1095138,323218,155214,35980,18,0,0.8911242236138277
836,1,1213752,965725,409536,61378,18,1,0.7131555704954554
837,0,668843,975525,350232,20235,13,0,0.506615154827067
838,1,567407,9872195,5976091,360752,28,0,0.05
839,1,443046,1029492,879740,91226,18,0,0.05
840,1,298945,298863,171785,29683,17,0,0.5246550368796936
841,1,498960,146361,88588,10368,20,1,0.8432339265672599
842,0,1010274,538510,137339,11430,20,0,0.8753714338882324
843,1,1333233,639860,510736,112412,37,1,0.7012345178974717
844,0,916853,64101,14968,3697,7,0,0.95
845,1,114039,332621,289683,15448,4,0,0.05
846,1,5807068,1011644,677761,46009,32,0,0.8912098153491572
847,1,3564306,406121,333217,49938,33,0,0.9205233781835791
848,0,1878078,2116948,752272,88417,27,0,0.6465242657653196
849,1,8100940,131374,103259,21315,33,0,0.95
850,1,452542,1535814,653811,118248,21,0,0.05
851,1,7941598,1993253,1593817,101529,36,0,0.8120922262748631
