cust_id,age,income_monthly,sector,employment_type,loan_type,loan_amt,ltv_ratio,loan_tenure_months,interest_rate,bureau_score,dpd_12m_max,dpd_30_plus_count,utilization_ratio,installment_to_income,region,flood_risk_index,heatwave_days,storm_severity_index,drought_severity_index,sea_level_rise_mm,co2_intensity_sector,carbon_tax_exposure,energy_price_shock,ev_transition_risk,climate_hazard_score,transition_risk_score,climate_total_score,climate_pd_uplift,default_flag
120,36.0,15720,Construction,Contract,Auto,115750,0.663,68,0.067,585,0,0,0.63,0.9,Coastal_High,70.69,36.5,14.58,2.11,15.67,0.551,2.3,3.27,7.35,3.03,8.885,5.372,1.322,0
121,39.0,8000,Services,Self-Employed,SME,177680,0.642,37,0.0858,715,2,2,0.199,0.9,Inland_Normal,10.28,34.9,3.65,4.53,0.42,0.444,3.21,8.63,3.28,0.932,8.455,3.941,0.779,0
122,36.0,16100,Transport,Salaried,SME,425130,0.641,114,0.0645,538,2,2,0.762,0.9,Inland_Hot,13.52,64.8,7.34,7.31,2.58,0.675,2.39,13.66,3.33,1.632,10.032,4.992,1.178,0
123,29.0,18280,Transport,Salaried,Mortgage,1072720,0.946,245,0.061,575,1,1,0.728,0.9,Inland_Hot,15.13,55.3,7.43,5.21,1.64,1.055,5.0,6.72,1.0,1.475,9.78,4.797,1.104,0
124,52.0,8020,Services,Self-Employed,Mortgage,981290,0.657,233,0.0543,654,3,2,0.549,0.9,Coastal_High,52.11,44.3,9.53,4.92,9.63,0.45,1.69,5.95,1.61,2.472,5.449,3.663,0.7,0
125,40.0,21320,Services,Contract,Mortgage,1277820,0.929,256,0.1095,687,0,0,0.844,0.9,Coastal_High,66.29,46.6,5.49,5.33,15.04,0.603,3.21,3.21,2.09,2.921,6.59,4.389,0.949,0
126,53.0,12670,Manufacturing,Salaried,Mortgage,1119810,0.671,236,0.0741,729,0,0,0.344,0.9,Inland_Normal,10.17,49.6,5.16,3.3,0.57,0.608,2.39,12.0,1.79,1.165,8.417,4.066,0.826,0
127,31.0,8000,Services,Salaried,SME,387610,0.803,48,0.1025,592,1,0,0.789,0.9,Inland_Hot,2.26,46.8,4.57,8.46,0.37,0.555,3.21,8.69,1.0,0.986,7.438,3.567,0.7,0
128,36.0,8000,Manufacturing,Salaried,SME,104050,0.86,55,0.0677,651,2,1,0.223,0.9,Coastal_Low,46.03,37.1,6.32,2.03,7.61,0.706,3.46,13.55,1.86,2.055,10.066,5.259,1.28,0
129,40.0,14670,Construction,Contract,Mortgage,831960,0.725,242,0.0699,621,1,1,0.523,0.9,Coastal_Low,53.66,15.8,8.94,2.86,8.78,0.773,4.27,7.54,1.25,2.02,8.746,4.711,1.071,0
130,52.0,15520,Services,Contract,Auto,97530,0.669,52,0.069,623,1,0,0.392,0.9,Inland_Hot,21.7,49.9,4.54,6.48,3.58,0.312,1.75,5.56,9.94,1.568,9.965,4.927,1.153,0
131,53.0,14910,Construction,Salaried,Mortgage,709430,0.805,296,0.0772,714,0,0,0.455,0.9,Coastal_High,77.77,32.1,8.63,3.52,9.03,0.428,2.37,10.1,4.81,2.877,9.096,5.365,1.319,0
132,36.0,22710,Manufacturing,Salaried,Mortgage,938740,0.671,190,0.0456,728,0,0,0.443,0.9,Inland_Hot,30.27,50.7,5.26,7.47,0.79,0.904,5.0,7.38,2.62,1.755,10.495,5.251,1.276,0
133,33.0,15380,Services,Contract,Mortgage,882700,0.7,221,0.05,771,0,0,0.59,0.9,Inland_Normal,12.42,39.3,2.39,4.74,0.85,0.244,0.91,8.53,1.94,1.039,5.182,2.696,0.7,0
134,39.0,11890,Construction,Self-Employed,Mortgage,885310,0.823,285,0.0786,682,0,0,0.33,0.9,Coastal_High,68.25,26.0,5.44,1.28,9.13,0.858,4.76,1.3,1.0,2.452,7.374,4.421,0.961,0
135,49.0,13200,Manufacturing,Contract,SME,456790,0.64,51,0.03,558,2,1,0.243,0.9,Inland_Normal,33.1,26.5,2.53,3.18,1.21,0.798,3.53,9.04,1.0,1.353,8.531,4.225,0.887,0
136,40.0,23120,Manufacturing,Contract,Mortgage,760160,0.886,272,0.0503,752,2,1,0.584,0.9,Inland_Hot,14.81,68.2,1.56,6.06,2.22,0.547,2.8,11.24,1.0,1.57,7.856,4.084,0.834,0
137,42.0,9580,Construction,Salaried,Auto,130640,0.765,91,0.0815,435,2,2,0.222,0.9,Inland_Normal,16.79,32.9,0.91,5.56,0.35,0.909,4.53,8.64,7.45,1.024,13.411,5.979,1.553,1
138,49.0,15990,Manufacturing,Self-Employed,Auto,127550,0.719,30,0.0445,658,0,0,0.337,0.9,Coastal_High,68.65,20.1,8.19,3.68,8.54,0.666,3.83,13.94,9.81,2.45,15.13,7.522,2.0,0
139,48.0,16280,Services,Salaried,Mortgage,910260,0.765,169,0.069,768,0,0,0.337,0.9,Coastal_Low,33.78,32.5,6.29,2.63,8.97,0.483,2.16,7.66,1.82,1.721,6.568,3.66,0.7,0
140,48.0,22580,Construction,Self-Employed,SME,465690,0.58,122,0.0448,623,1,1,0.264,0.9,Coastal_Low,41.42,19.0,3.74,5.63,10.09,0.542,2.72,4.47,2.69,1.731,6.752,3.74,0.703,0
141,45.0,15690,Services,Self-Employed,SME,336460,0.842,72,0.0383,506,3,3,0.52,0.9,Coastal_High,60.01,25.7,5.87,4.08,12.48,0.357,2.55,5.22,1.9,2.376,5.821,3.754,0.708,0
142,51.0,10230,Manufacturing,Contract,Mortgage,1290550,0.769,184,0.0643,733,3,3,0.712,0.9,Coastal_High,77.01,21.0,9.98,3.2,15.29,0.636,2.95,9.71,1.43,2.87,8.033,4.936,1.157,0
143,30.0,16200,Construction,Contract,Auto,167500,0.98,60,0.0715,693,0,0,0.128,0.9,Inland_Hot,14.01,67.9,6.34,7.49,2.16,0.641,3.97,14.39,10.0,1.663,15.417,7.164,2.0,0
144,58.0,20000,Services,Salaried,Mortgage,1072200,0.794,159,0.0542,776,2,2,0.645,0.9,Inland_Hot,32.77,51.4,6.58,7.0,2.22,0.316,1.24,8.77,2.54,1.882,6.091,3.566,0.7,0
145,48.0,15860,Services,Salaried,Mortgage,934270,0.673,221,0.043,705,3,3,0.294,0.9,Inland_Hot,20.06,47.6,8.52,8.39,3.8,0.471,2.17,7.53,2.76,1.606,7.068,3.791,0.722,0
146,39.0,23260,Services,Salaried,Mortgage,1209500,0.569,292,0.0752,649,0,0,0.686,0.9,Inland_Normal,22.83,38.1,7.17,3.57,1.01,0.481,1.66,6.96,1.0,1.365,5.462,3.004,0.7,0
147,49.0,8890,Transport,Contract,Auto,112090,0.637,46,0.0788,691,0,0,0.255,0.9,Inland_Normal,20.97,19.3,6.5,5.61,0.84,0.958,4.74,11.18,10.0,1.049,16.017,7.036,1.954,0
148,37.0,14080,Manufacturing,Self-Employed,Auto,161030,0.839,57,0.0773,827,2,1,0.418,0.9,Coastal_High,77.97,44.0,11.73,4.26,7.54,0.699,3.64,8.38,9.24,3.095,13.074,7.087,1.973,1
149,44.0,15040,Construction,Contract,Mortgage,1081770,0.749,273,0.0598,657,0,0,0.251,0.9,Inland_Normal,22.48,50.3,2.92,4.03,1.12,0.544,2.83,0.9,1.37,1.464,4.988,2.874,0.7,0
150,45.0,20430,Transport,Self-Employed,Mortgage,818220,0.536,231,0.0734,738,1,0,0.394,0.9,Coastal_High,78.13,38.8,13.15,5.25,10.57,0.97,4.62,9.64,1.46,3.141,10.377,6.035,1.574,0
151,47.0,21500,Manufacturing,Salaried,SME,390270,0.52,92,0.0758,702,3,2,1.0,0.9,Inland_Normal,22.06,34.5,6.87,4.72,1.49,0.741,3.42,10.24,2.22,1.315,9.365,4.535,1.004,0
152,36.0,15150,Manufacturing,Salaried,Mortgage,886730,0.893,140,0.0685,582,1,0,0.402,0.9,Inland_Normal,18.66,37.3,3.69,6.58,2.16,0.491,1.76,4.45,1.59,1.253,5.166,2.818,0.7,0
153,47.0,12980,Manufacturing,Salaried,Mortgage,1125200,0.702,300,0.0512,671,0,0,0.126,0.9,Coastal_Low,37.08,37.3,4.48,3.2,8.4,1.043,5.0,11.78,2.68,1.834,12.27,6.009,1.564,0
154,36.0,16170,Services,Self-Employed,Auto,66710,0.71,24,0.0689,848,0,0,0.697,0.9,Coastal_Low,28.64,44.7,8.04,2.02,8.03,0.41,2.95,4.01,8.21,1.778,9.718,4.954,1.164,0
155,46.0,9500,Construction,Contract,SME,240460,0.693,64,0.0618,779,0,0,0.571,0.9,Inland_Hot,34.48,52.1,2.48,5.98,1.76,0.78,4.1,5.09,3.21,1.827,9.074,4.726,1.077,0
156,40.0,12330,Manufacturing,Salaried,Mortgage,959840,0.749,213,0.0792,729,2,1,0.393,0.9,Coastal_High,61.08,29.1,10.66,1.19,9.64,0.845,4.82,5.83,3.41,2.436,10.183,5.535,1.384,0
157,25.0,18840,Construction,Contract,Auto,134070,0.801,41,0.0465,682,3,3,0.684,0.9,Coastal_Low,40.75,18.1,7.75,3.12,6.15,0.835,4.78,11.11,8.42,1.646,14.712,6.872,1.892,0
158,34.0,17280,Services,Salaried,Auto,91650,0.658,69,0.0486,563,1,0,0.68,0.9,Coastal_Low,41.32,29.7,7.34,1.21,4.12,0.455,2.94,10.97,9.62,1.746,12.775,6.158,1.621,1
159,47.0,11510,Manufacturing,Salaried,Mortgage,1006560,0.861,220,0.093,785,0,0,0.236,0.9,Coastal_High,64.01,49.0,7.59,0.26,16.92,0.953,4.41,6.92,1.44,2.914,9.325,5.479,1.363,0
160,38.0,10970,Construction,Salaried,Auto,120250,0.552,83,0.0743,866,3,3,0.57,0.9,Coastal_Low,34.54,30.7,3.23,1.12,7.53,0.786,3.5,0.0,5.9,1.593,8.7,4.436,0.967,0
161,50.0,10890,Services,Salaried,Mortgage,586630,0.884,217,0.0762,800,0,0,0.728,0.9,Inland_Normal,14.82,33.3,4.41,3.93,0.59,0.471,2.61,2.51,1.0,1.032,4.856,2.562,0.7,0
162,30.0,11200,Transport,Contract,Auto,111220,0.768,58,0.0468,748,0,0,0.583,0.9,Inland_Normal,16.84,42.1,2.66,3.48,0.0,1.008,5.0,9.48,9.6,1.158,15.629,6.947,1.92,0
163,46.0,15910,Services,Salaried,Auto,75600,0.575,44,0.0846,638,3,3,0.617,0.9,Coastal_Low,45.34,54.0,0.0,4.04,10.11,0.597,2.34,0.68,9.08,2.256,9.318,5.081,1.212,0
164,40.0,24250,Services,Salaried,Auto,90600,0.909,52,0.0739,618,1,1,0.56,0.9,Inland_Hot,12.74,59.7,8.26,7.21,2.23,0.629,3.44,3.63,10.0,1.543,11.727,5.616,1.415,0
165,38.0,25450,Construction,Self-Employed,Mortgage,768410,0.77,151,0.0774,624,1,1,0.664,0.9,Coastal_Low,51.42,14.5,6.21,1.43,6.07,0.806,4.12,9.43,2.55,1.801,10.068,5.108,1.222,1
166,31.0,10370,Construction,Contract,SME,311060,0.84,102,0.0704,601,3,3,0.636,0.9,Coastal_High,77.81,21.5,3.77,3.48,10.91,0.577,2.49,12.36,2.75,2.668,9.08,5.233,1.27,1
167,42.0,17120,Construction,Self-Employed,Mortgage,885640,0.468,300,0.0972,737,0,0,0.471,0.9,Inland_Hot,20.57,54.3,4.61,7.21,3.93,0.622,3.08,6.27,2.32,1.628,7.603,4.018,0.808,0
168,32.0,16790,Services,Salaried,Mortgage,1182920,0.627,300,0.0956,768,0,0,0.347,0.9,Coastal_Low,45.16,48.6,1.36,4.44,8.36,0.346,2.5,2.79,1.5,2.16,4.769,3.204,0.7,0
169,35.0,16330,Construction,Salaried,Mortgage,1372720,0.691,229,0.0879,626,1,1,0.585,0.9,Inland_Hot,20.95,55.7,2.6,6.51,1.67,0.784,4.07,10.52,3.45,1.55,10.837,5.265,1.282,0
170,39.0,10150,Services,Salaried,Auto,101480,0.726,46,0.0929,641,2,2,0.255,0.9,Inland_Normal,16.96,37.6,7.55,2.93,1.1,0.282,1.61,7.9,3.02,1.211,6.318,3.253,0.7,1
171,37.0,11150,Transport,Salaried,Auto,189800,0.821,59,0.0553,686,2,1,0.373,0.9,Inland_Hot,9.02,55.7,4.94,6.69,2.49,0.816,4.42,10.42,10.0,1.323,15.109,6.837,1.879,0
172,48.0,17220,Manufacturing,Contract,Mortgage,674880,0.827,146,0.0603,557,4,4,1.0,0.9,Inland_Normal,20.29,40.0,4.06,4.29,0.46,0.788,4.2,7.41,2.84,1.264,9.65,4.618,1.036,0
173,25.0,12860,Manufacturing,Salaried,Auto,98660,0.441,55,0.0735,682,3,3,0.914,0.9,Coastal_Low,29.2,23.3,0.0,4.53,10.9,0.901,4.82,12.94,8.55,1.419,15.568,7.079,1.97,0
174,39.0,15550,Manufacturing,Salaried,Mortgage,744740,0.646,300,0.1008,720,2,1,0.788,0.9,Coastal_High,89.37,33.8,5.76,0.0,12.68,0.699,2.63,6.26,2.83,3.174,7.77,5.012,1.186,0
175,37.0,10000,Construction,Self-Employed,Auto,50000,0.666,54,0.0407,733,0,0,0.467,0.9,Inland_Normal,14.9,37.2,4.32,1.39,1.01,0.72,2.77,5.16,7.18,1.063,10.233,4.731,1.079,0
176,40.0,12330,Manufacturing,Contract,Mortgage,1011780,0.767,277,0.0526,719,1,1,0.348,0.9,Inland_Hot,31.06,58.5,7.41,8.06,1.39,0.836,4.59,10.16,2.11,1.958,10.495,5.373,1.323,0
177,36.0,8800,Transport,Salaried,Auto,90380,0.834,65,0.0681,608,0,0,0.104,0.9,Inland_Normal,12.06,27.8,4.06,2.45,0.2,1.032,4.9,7.95,10.0,0.841,15.401,6.665,1.813,0
178,48.0,16670,Manufacturing,Salaried,Mortgage,1431720,0.822,229,0.0473,623,0,0,0.342,0.9,Coastal_High,66.98,21.2,9.38,2.95,11.13,0.804,3.56,4.53,1.06,2.503,7.253,4.403,0.954,0
179,38.0,13050,Construction,Salaried,SME,381210,0.826,110,0.0798,478,1,0,0.497,0.9,Coastal_High,69.46,20.8,9.61,2.33,12.57,0.534,2.39,8.28,2.5,2.59,7.498,4.553,1.011,0
180,41.0,16680,Manufacturing,Salaried,Mortgage,650940,0.682,300,0.0867,650,1,0,0.274,0.9,Inland_Hot,19.2,51.2,7.07,7.54,1.16,0.992,4.54,8.95,1.39,1.531,10.123,4.968,1.169,0
181,47.0,12950,Transport,Salaried,Mortgage,409310,0.793,297,0.0696,655,0,0,0.363,0.9,Inland_Hot,27.23,47.6,2.49,7.71,2.28,0.996,4.69,11.32,1.04,1.618,10.755,5.273,1.285,0
182,40.0,16480,Services,Salaried,Mortgage,941030,0.507,184,0.0872,641,0,0,0.282,0.9,Inland_Hot,15.5,64.2,0.87,7.24,3.13,0.38,2.0,5.11,3.69,1.554,6.492,3.529,0.7,0
183,30.0,30880,Transport,Salaried,SME,505540,0.786,113,0.0824,799,2,2,0.33,0.9,Coastal_Low,55.44,21.8,3.32,3.74,3.4,0.926,4.12,16.18,1.66,1.92,11.925,5.922,1.531,0
184,37.0,12160,Transport,Salaried,SME,418760,0.906,95,0.0833,735,1,1,0.164,0.9,Coastal_Low,50.68,27.9,2.72,2.29,6.91,0.783,3.85,15.91,1.14,1.948,10.889,5.524,1.38,0
185,39.0,18260,Construction,Salaried,Mortgage,562740,0.532,138,0.0541,648,0,0,0.105,0.9,Coastal_Low,36.21,18.0,6.51,0.26,4.35,0.856,4.09,4.39,1.94,1.418,8.322,4.18,0.87,0
186,27.0,11520,Manufacturing,Contract,Auto,50000,0.716,72,0.0762,685,0,0,0.386,0.9,Inland_Hot,23.05,71.9,4.0,7.31,1.85,0.694,3.33,8.06,9.29,1.89,12.735,6.228,1.647,0
187,34.0,14230,Manufacturing,Salaried,SME,290140,0.866,92,0.0789,753,2,2,0.571,0.9,Inland_Hot,23.22,53.1,3.85,9.72,1.62,0.869,3.3,8.72,1.0,1.641,8.464,4.37,0.942,1
188,39.0,18120,Manufacturing,Contract,Auto,78230,0.809,56,0.0603,782,0,0,0.098,0.9,Coastal_High,56.81,28.2,4.67,2.76,8.22,0.499,2.83,3.83,7.03,2.183,9.134,4.964,1.167,0
189,56.0,16800,Services,Salaried,Auto,50000,0.874,54,0.0781,632,0,0,0.617,0.9,Coastal_Low,50.46,22.7,10.4,2.32,9.16,0.542,2.38,5.19,5.79,2.074,8.569,4.672,1.057,0
190,43.0,19770,Manufacturing,Self-Employed,Mortgage,1041890,0.753,215,0.03,641,1,1,0.618,0.9,Coastal_High,64.19,31.6,13.71,3.92,7.72,0.642,3.87,9.52,2.93,2.605,9.633,5.416,1.339,1
191,41.0,21990,Manufacturing,Salaried,Mortgage,1095300,0.896,300,0.0655,633,3,2,0.419,0.9,Coastal_Low,26.76,5.1,4.82,1.84,5.03,0.701,3.44,5.09,2.81,0.996,8.068,3.825,0.735,0
192,54.0,19570,Services,Salaried,SME,301920,0.791,71,0.0772,625,2,1,0.588,0.9,Coastal_Low,51.04,40.3,5.09,4.68,6.42,0.508,2.46,4.38,2.45,2.214,6.273,3.837,0.74,0
193,45.0,21670,Services,Self-Employed,SME,368380,0.703,115,0.0464,559,0,0,0.459,0.9,Coastal_High,75.98,32.8,11.1,2.98,11.44,0.545,3.08,11.81,1.0,2.944,8.241,5.063,1.205,0
194,46.0,16330,Services,Self-Employed,Auto,95140,0.752,55,0.0644,659,0,0,0.391,0.9,Coastal_High,69.52,26.1,12.74,1.32,13.84,0.586,2.85,9.86,9.47,2.75,12.679,6.722,1.835,0
195,37.0,11210,Construction,Contract,Mortgage,844960,0.826,218,0.0815,786,0,0,0.313,0.9,Inland_Normal,19.4,24.5,2.49,5.34,0.68,0.583,3.2,2.96,1.6,1.0,6.161,3.064,0.7,0
196,30.0,20660,Services,Self-Employed,Mortgage,787600,0.707,235,0.0622,786,0,0,0.428,0.9,Inland_Hot,24.37,59.6,6.59,6.54,0.0,0.306,1.86,3.52,2.49,1.734,4.961,3.024,0.7,0
197,42.0,12880,Services,Salaried,Auto,134930,0.692,93,0.0572,715,0,0,0.29,0.9,Inland_Normal,23.59,28.6,5.49,4.35,0.84,0.549,1.72,9.15,10.0,1.216,11.772,5.438,1.347,0
198,55.0,19800,Manufacturing,Salaried,SME,315070,0.719,92,0.0513,805,0,0,0.399,0.9,Coastal_High,84.16,30.0,7.39,2.33,7.12,0.941,4.78,13.35,3.02,2.915,12.467,6.736,1.84,0
199,52.0,9080,Services,Salaried,SME,347180,0.513,121,0.0613,727,1,0,0.399,0.9,Inland_Normal,17.86,33.4,1.52,4.59,0.6,0.344,1.28,6.56,1.16,1.061,4.721,2.525,0.7,0
200,45.0,13010,Transport,Salaried,Auto,103480,0.558,48,0.0645,727,0,0,0.327,0.9,Coastal_High,75.81,32.4,8.58,4.36,10.67,1.085,5.0,9.17,9.0,2.885,15.403,7.893,2.0,0
201,35.0,11380,Manufacturing,Self-Employed,Auto,105600,0.567,46,0.0687,769,1,0,0.437,0.9,Inland_Normal,26.78,42.5,4.32,2.71,1.36,0.872,4.7,6.13,10.0,1.468,14.214,6.566,1.776,0
202,28.0,17550,Construction,Salaried,Mortgage,721900,0.783,170,0.1007,726,0,0,0.204,0.9,Inland_Hot,33.91,72.1,3.07,6.54,0.96,0.599,2.83,6.3,1.74,2.113,6.996,4.066,0.826,0
203,33.0,11910,Construction,Contract,Mortgage,916240,0.929,210,0.0643,496,2,2,0.787,0.9,Inland_Normal,24.2,51.5,4.94,1.78,1.01,0.828,4.54,5.25,1.89,1.529,8.822,4.446,0.971,0
204,42.0,14910,Manufacturing,Salaried,SME,50000,0.633,56,0.0549,766,0,0,0.303,0.9,Inland_Hot,22.24,37.1,5.54,7.62,1.69,0.783,4.08,12.77,3.49,1.379,11.541,5.444,1.35,0
205,36.0,14150,Transport,Salaried,Auto,222110,0.718,27,0.0867,719,0,0,0.381,0.9,Inland_Hot,28.47,50.3,7.55,6.72,1.33,0.62,4.08,15.79,10.0,1.751,15.858,7.394,2.0,0
206,48.0,22620,Construction,Salaried,Mortgage,570430,0.753,234,0.0542,617,0,0,0.598,0.9,Coastal_High,59.72,29.6,13.98,1.82,7.21,0.865,3.78,7.79,1.56,2.424,8.899,5.014,1.186,0
207,28.0,18110,Services,Salaried,Mortgage,784850,0.458,251,0.0525,727,3,2,0.357,0.9,Coastal_High,74.92,55.7,9.98,1.73,9.29,0.246,1.01,7.09,1.0,3.166,4.275,3.609,0.7,0
208,39.0,16840,Services,Self-Employed,Auto,95900,0.756,51,0.0432,667,0,0,0.278,0.9,Coastal_Low,69.55,20.2,9.19,3.93,0.69,0.263,0.61,3.55,9.53,2.301,8.061,4.605,1.031,0
209,34.0,15120,Services,Contract,Mortgage,717420,0.867,230,0.0521,767,4,4,0.897,0.9,Coastal_Low,63.85,29.2,2.91,2.24,14.15,0.465,2.28,7.91,1.4,2.48,6.434,4.061,0.825,0
210,48.0,11040,Manufacturing,Salaried,Mortgage,969070,0.612,228,0.0303,793,1,1,0.734,0.9,Coastal_Low,37.44,8.7,8.89,3.04,7.76,0.76,4.6,13.15,2.62,1.484,11.479,5.482,1.364,0
211,44.0,10560,Manufacturing,Self-Employed,Auto,128740,0.703,55,0.0596,688,1,1,0.636,0.9,Coastal_High,82.55,25.9,2.35,1.78,12.54,0.618,3.83,4.84,6.17,2.84,10.067,5.731,1.459,0
212,33.0,16760,Manufacturing,Self-Employed,Auto,124230,0.812,79,0.043,754,0,0,0.228,0.9,Coastal_High,72.08,13.5,8.28,4.34,10.76,0.487,2.42,8.39,9.01,2.504,11.317,6.029,1.572,0
213,47.0,8520,Manufacturing,Contract,Auto,130160,0.609,94,0.0492,698,1,0,0.288,0.9,Inland_Hot,31.83,64.3,3.73,5.07,0.2,0.955,5.0,8.92,9.59,1.916,15.294,7.267,2.0,0
214,27.0,14780,Construction,Salaried,Mortgage,987110,0.715,195,0.0596,679,0,0,0.538,0.9,Inland_Normal,17.18,42.0,0.0,3.27,1.4,0.591,2.16,13.71,2.68,1.144,9.222,4.375,0.944,0
215,26.0,15660,Services,Salaried,Auto,95670,0.828,57,0.0719,749,0,0,0.485,0.9,Coastal_Low,55.59,33.7,3.35,2.87,10.55,0.377,1.44,6.81,6.58,2.269,8.268,4.669,1.055,0
216,33.0,8530,Construction,Salaried,Mortgage,1252450,0.484,283,0.0469,692,3,2,0.61,0.9,Inland_Normal,13.05,33.6,2.43,3.76,0.92,1.031,5.0,0.55,2.72,0.958,8.886,4.129,0.851,0
217,25.0,14670,Services,Salaried,Mortgage,655060,0.752,300,0.0328,705,1,0,0.176,0.9,Coastal_Low,43.07,38.0,10.16,3.89,6.71,0.314,1.87,7.36,1.73,2.076,5.685,3.519,0.7,0
218,39.0,15040,Construction,Salaried,Auto,150660,0.655,29,0.0674,802,0,0,0.696,0.9,Inland_Hot,23.24,68.1,3.33,9.28,2.08,0.475,2.71,12.31,10.0,1.86,13.28,6.428,1.723,0
219,39.0,34450,Services,Salaried,Auto,167510,0.839,49,0.0798,866,0,0,0.285,0.9,Inland_Normal,16.94,34.6,3.99,4.22,0.1,0.495,2.36,5.94,8.35,1.089,10.17,4.721,1.075,0
220,37.0,15060,Transport,Self-Employed,SME,219030,0.94,53,0.0742,721,2,1,0.159,0.9,Coastal_Low,44.99,31.0,11.91,3.63,10.46,0.814,3.73,14.24,2.64,2.144,11.285,5.801,1.485,1
221,44.0,21290,Manufacturing,Salaried,Auto,122660,0.549,76,0.0767,671,2,2,0.15,0.9,Inland_Hot,20.07,40.5,5.27,5.71,0.52,0.788,3.45,9.29,6.75,1.313,11.966,5.574,1.399,0
222,34.0,17930,Transport,Self-Employed,Auto,166630,0.542,54,0.0819,805,0,0,0.288,0.9,Coastal_High,77.0,33.7,7.42,0.99,10.87,1.185,5.0,11.16,10.0,2.865,16.902,8.48,2.0,0
223,30.0,16630,Services,Self-Employed,Mortgage,813590,0.636,300,0.0626,752,0,0,0.274,0.9,Coastal_Low,38.84,36.2,4.08,2.43,9.55,0.302,0.9,12.31,3.02,1.871,7.129,3.974,0.792,0
224,34.0,20910,Services,Contract,Mortgage,1133890,0.791,174,0.0668,737,2,2,0.405,0.9,Inland_Hot,39.92,64.4,2.97,6.07,0.66,0.418,1.86,2.92,2.17,2.131,4.919,3.246,0.7,0
225,30.0,8420,Services,Salaried,Mortgage,1018450,0.712,152,0.058,654,0,0,0.181,0.9,Inland_Normal,18.86,29.8,7.28,5.57,0.89,0.247,1.25,5.33,2.72,1.17,4.974,2.692,0.7,0
226,35.0,14480,Construction,Salaried,Mortgage,734880,0.907,237,0.0526,689,0,0,0.403,0.9,Coastal_High,55.05,27.6,15.53,0.46,10.57,0.776,4.19,1.43,2.55,2.372,7.641,4.48,0.984,0
227,45.0,16790,Manufacturing,Salaried,SME,610150,0.555,94,0.0608,635,0,0,0.273,0.9,Coastal_High,69.75,26.0,8.1,2.01,9.29,0.892,3.92,8.01,2.62,2.558,9.782,5.448,1.351,0
228,26.0,10210,Manufacturing,Salaried,Mortgage,569300,0.613,296,0.0608,759,0,0,0.192,0.9,Inland_Normal,21.25,38.2,3.56,4.34,0.51,1.016,5.0,7.73,1.0,1.254,9.967,4.739,1.082,0
229,37.0,14720,Services,Self-Employed,SME,415850,0.943,100,0.074,721,1,1,0.609,0.9,Inland_Hot,23.59,53.5,0.84,8.11,2.98,0.349,1.22,7.0,1.0,1.606,4.72,2.851,0.7,0
230,48.0,15580,Transport,Salaried,Auto,141610,0.703,75,0.0402,582,0,0,0.635,0.9,Inland_Normal,29.91,39.2,5.83,2.16,0.88,0.822,3.74,14.11,10.0,1.506,15.689,7.179,2.0,0
231,49.0,14020,Services,Salaried,Auto,126700,0.967,55,0.0445,592,1,1,0.491,0.9,Inland_Normal,18.19,40.0,5.33,3.69,1.2,0.413,2.23,6.46,5.91,1.247,8.506,4.151,0.859,0
232,35.0,10520,Construction,Salaried,Auto,78580,0.814,73,0.08,803,0,0,0.527,0.9,Inland_Hot,30.39,47.3,5.64,7.68,3.75,0.814,2.97,9.24,9.8,1.792,13.474,6.464,1.737,0
233,58.0,11100,Services,Salaried,Auto,115070,0.741,94,0.0658,699,0,0,0.096,0.9,Inland_Hot,21.71,57.7,1.81,4.95,1.2,0.419,2.73,2.12,5.25,1.549,7.224,3.819,0.733,0
234,32.0,13190,Services,Contract,Auto,159810,0.793,59,0.0662,864,2,2,0.485,0.9,Coastal_High,67.8,50.3,9.85,2.44,12.69,0.389,2.0,9.25,5.4,3.0,8.777,5.311,1.299,0
235,38.0,17490,Construction,Contract,Mortgage,1362580,0.506,239,0.042,690,0,0,0.544,0.9,Coastal_High,72.65,41.4,6.17,4.37,14.14,0.401,2.4,7.26,1.13,2.98,5.975,4.178,0.869,0
236,31.0,15580,Manufacturing,Salaried,Auto,104510,0.871,55,0.0654,845,1,1,0.149,0.9,Coastal_High,66.4,14.1,8.73,2.63,13.82,1.018,5.0,13.03,10.0,2.431,16.962,8.243,2.0,0
237,43.0,16240,Manufacturing,Salaried,Mortgage,501840,0.76,207,0.0589,621,4,4,0.691,0.9,Coastal_Low,35.17,20.1,4.41,3.2,1.59,0.768,4.06,8.01,2.83,1.357,9.652,4.675,1.058,0
238,62.0,13670,Transport,Contract,Mortgage,588000,0.479,274,0.0666,675,0,0,0.22,0.9,Coastal_Low,42.09,35.8,4.8,3.52,10.91,0.752,4.27,5.65,3.34,2.011,9.374,4.957,1.165,0
239,55.0,10720,Services,Contract,Auto,123150,0.725,58,0.0615,698,3,2,0.55,0.9,Inland_Hot,21.58,65.4,4.89,7.34,1.83,0.327,1.91,7.41,7.81,1.773,9.413,4.829,1.116,0
240,47.0,13270,Construction,Contract,Mortgage,946770,0.691,300,0.0463,604,1,1,0.622,0.9,Inland_Normal,19.33,34.7,5.6,2.7,1.08,0.518,2.13,6.76,1.0,1.183,5.889,3.065,0.7,0
